0,요즘 연앤들 싫은소린 아에 차단하고 듣기좋은소리만 들으려하는듯. 조금만 비판해도 악플러 법적대응이라니 돈써서 본인들이 위라는행동 참 ㅋ 오래가겠다,1
1,저 짧은 몇 마디에서 인성이 보이넴 ..,1
2,개념없어 원래도 비호감 이었지만 하는 행동이나 말투 밉상 그자체ㅋㅋㅋㅋㅋ,1
3,정신분열 잼 ㅋㅋㅋ,1
4,실력에비해 오래갔다,1
5,거만이 하늘을 찌르네. 뭔짓을 하든 묻지도 따지지도 말고 찬양만 하고 돈이나 바쳐라 이건가?,1
6,점점... 왜저러냐 리더라는게 맨날 표정관리 못하고 기분에 따라 행동하고말하는거 진짜 별로다,1
7,말하는거 저급해...,1
8,말투가 왜저래ㅋㅋ,1
9,아무리 그래도 그렇지 말투가 저게 뭐냐;,1
10,왜저래 비꼰데?? 힘들면 그냥 조용히 탈퇴하세요~ 요즘 보면 얼굴도 어둡고 기분대로 행동하고 표정 다 드러내더만 이제 내리막길 ..다들 얼굴에 생기가 없고 초심도 잃은거 같고 ..배부르지?? 그만하고 쉬어라 다들 ..팬 많지? 금방 썰물처럼 다 휩쓸려간다 ~너희 아무것도 아니다~ 배부른 소리하고 자빠졌네 ~비호감이네 진짜,1
11,아무리봐도 잘못 뽑은 것 같다,1
12,인기있을때 높은곳에 있을 때 말을 좀 조심할 필요가 있을 거 같네요 표현이 참;;;,1
13,인기도 좋고 다 좋은데 말투가 왜 그래요 어린 팬들도 많은 사람이,1
14,진짜 예민하네;,1
15,와...좀 깨긴 깬다 스트레스여서 그럴 수도 있는데 그래도 라이브 동영상에서 저런 말을 했다는게....당신이 그 자리에 앉아있는 것도 그런 관심 때문인 것을....ㅉㅉ,1
16,윽..진짜 말투 이런다고???,1
17,말 더럽게 싸가지 없게 하네ㅋㅋㅋㅋㅋ 니 성격대로 피코짓 하지말고 이제 힘든척 울지마 이 가식덩어리야,1
18,멘탈이 상당히 불안정한듯. 제발 말과 글을 자제하고 행동을 조심해주길....,1
19,맨날 표정관리못하고 기분에따라 행동하고그리고 그만 우세요 ...,1
20,말은 조심히 써야 된다고 본다..그런 말투라면 모든행동이 가식적으로 느껴질거 같다..,1
21,어차피 이래저래 이미지 다 망가졌는데 열심히 쉴드 쳐라ㅋㅋㅋㅋㅋㅋ,1
22,인성 보소. ,1
23,요즘 얘네 무슨 특권의식이 이렇게 심한지 모르겠음. 회사 인성관리 한다고 하지 않았나...?,1
24,깨진 건 너 얼굴이다,1
25,개돌았네,1
26,아 싼티나,1
27,언행이 참 가벼워보이네 ㅋㅋ 그렇게 안봤는데 벌레보이면 무시했어야지 똑같이 벌레짓 하고있으니 ㅉ,1
28,죽어ㅇㅇ 도움안되는 쓰레기,1
29,싸가지 없을거 같네,1
30,인기도별로없으면서..,1
31,깨진건 너 와꾸뿐..,1
32,왜 인기있는지 솔직히 잘모르겠다 그냥 회사빨인거같음.,1
33,역시 침묵은 금이구나. 아름답고 기품있어 보이던 이미지가 한 순간에...,1
34,진짜 이상한 역도선수,1
35,말투가 어쩜.. 저렴하다 못해 천박하네 ㅉㅉ 침몰하겠구만 ㅋㅋ개극혐이다 진짜,1
36,젤 실력없는 사람이 이 사람이잖아 ㅋ,1
37,한심해서 할 말이없네. ,1
38,그자리가 넘 과분해보이네요,1
39,예전부터 느꼈던 건데 얘가 성격이 제일 별로. 이제 슬슬 연차 차니까 본성 나오는가보네. 인성 감이 온다. 솔까 바로 잊혀질 연예인 1번 아님? ㅋㅋㅋ,1
40,"앞으론 카메라 앞에서 이쁜 척 가식떨지 마세요~~역겨워요, 바닥 다 드러났어요~~~",1
41,얼굴도...움...연습생 10년 했는데 실력도..음... 운 좋아서 트와이스로 떠서 그러지... 망하는 걸그룹들이 얼마나 많은데 돈 많이 벌었다고 속 편하게 다 말하고 다니시네...,1
42,인기도 없고 끼도 실력도 없는데 말투까지 ㅋㅋㅋㅋ ,1
43,고음도 못하고 립싱크나 하는 주제에 인성도 쓰레기네 ㅎㄷㄷ,1
44,얘는 기럭지도 개짧아갖고 아줌마상에 참 어이가없다 ㅋㅋㅋ ,1
45,싼티 좔좔 저렴이네,1
46,그래도 말투는 좀 깬다,1
47,노래 같지도 않은거 들고 나와서 오래 해 먹었다. 이제 해체할때가 된듯,1
48,댓글 잘 안다는데.. 말투가  참.. 인성이 참... ,1
49,실력에 비해 많이 뜨기는 했지 그래서 건방져 보임,1
50,발음 연습이나 해 ㅋㅋㅋㅋ,1
51,모든 행동들이 가식적으로 느껴진다,1
52,저말투뭐냐? 연예인병 제대로네,1
53,얘네도 이제 다 됐네..... 애초에 할 수 있는 거에 비해 넘 떴다했지..,1
54,능력에 비해  너무 많은것을 가진 졸부아줌마느낌난다,1
55,방송이미지 믿으면 안됨ㅋ숨기려해도 실수하거나 순간적인 찰나에 원래 성격 인성 말투가 나오거든,1
56,솔직히 못배운거 티남.....ㅜㅜㅜㅜㅜㅠ 사람 본연의 티ㅜ 이런건 어쩔수없음ㅜㅜㅜㅠ,1
57,개인감정 들어낼라면 평범한직업 가지면 됨;;,1
58,완전 막장으로 가는구나.. ,1
59,언제부턴가 거만해보이긴 했지. 초창기 때 겸손하고 예의바르던 모습에서 많이 변한 건 사실,1
60,역도가 어울리는 분이자너,1
61,돼지야,1
62,진짜 저런 말을 했다고??? 헐 진짜 깨네요. 실망....,1
63,실력과 노력에비해 자리가너무 높았지,1
64,싸가지 없다는걸  느끼고갑니다...아...좋아했는데,1
65,헐... 수준하고는... 저급의 끝판이군,1
66,겸손해라 그러다 훅 간다,1
67,개극혐이다진짜 ㅉㅉ 그냥 은퇴해,1
68,얘 연예인병 예전부터 심했어.. 관종끼 있음,1
69,아이구 말하는 뽄새가 ㅠㅠ... ,1
70,일단 노래연습 좀...하자,1
71,젤 못생기고 인기없는 애가 젤 나대노,1
72,제일 못생긴게 말도 제일 못생기게 하네 ,1
73,성격..  말투.. ㅋㅋ 저리 꼬여가지고 연예인을 어찌 하누,1
74,비꼬는거 ㅈㄴ 잘하네 ㅋㅋㅋㅋ,1
75,못생긴 돼지,1
76,아줌마처럼 생겼어,1
