comment,label
효리 나오느거임 챙겨봐야쥐,0
효리 나와서 너무 좋다,0
효리는 푹 쉬리고  전해라~!!,1
봐야겠는디~~~,0
언니 나오나요~~~~,0
언니 나와서 넘 좋다ㅠ 아 무도때언니네 가서 노래부르고 논 것도 잼났는데~ 꿀조합 완전 기대된다!2집도 대박가자!!,0
언니 최고...,0
화이팅,0
ㅋㅋㅋㅋㅋ 효리씨 나오면 이미 겜 끝 !!,0
콘서트 말미에 나온 영상들 다 했으면 좋겠어요! 재밌어보여요ㅎㅎㅎ 화이팅,0
쿨한 송가인과  함께하는  진한 감동의  무대  기대됩니다,0
역시 천재~~,0
트로트 대세들? ㅎㅎㅎ.  유산슬에 붙히기에는 너무 사치스런 단어 아닌가?,1
트로트 열풍에 신나게 숟가락 얹더가 끝나고 나니 귀신같이 떨어지는 시청률ㅋㅋㅋㅋ 이제 또 송가인 부르고 트로트 뽕 뽑기 시작ㅋㅋㅋ 망해가는 프로 살려준 미스트롯과 송가인한테 감사해라,1
주위에 보는 사람 1도 없는데 네이버 뉴스에서만 난리더라?,1
지겹다진짜,1
진심 너무좋아,0
진짜 최고,0
"진짜 너무 기대됨 , 꼭 볼거임",0
최고들만 나오네 인기가 좋은 사람들만 모아놓으면 뭘해도 된다고 봐야지,0
최고의 가수 최고의 국민 mc 항상응원해욤 홧팅,0
제발 저 얼굴 박살난 심술보로 탐욕 물욕으로 가득차서 터질거같은 송가인은 안나왔으면 좋겠네요,1
정준하는 낄낄빠빠 좀,1
저번에도 정말 좋았어요 오랜만에 보는 멤버들 보니 재석님 마음 = 내 마음 ㅠㅠ 즐거웠고 또 기대해봅니다!!,0
재밌겠네 ㅋㅋㅋ,0
듀엣 하나보네 대박!,0
자넨 영재야ㅡㅡ방송의 중심,0
새로운 토크쇼 만들어도 대박일듯  넘나 잼있어,0
인성쓰래기 정준하는 왜 불러 미쳤니,1
기대되네요..고정프로 됏음 남매 옛모습 될것 같은데..고정으로 가즈아!!!,0
케미 볼수있겠네,0
너무 기대되요ㅠㅠㅠㅜ,0
또 시청률 오르겠네ㅋ 좋다~~ 둘이 방송 좀 같이 해라~~,0
응원합니다,0
콜라보도 잼날거같아요.입담도 최고이고...벌써 웃음이 나네요.,0
콜라보 정말 기대됩니다.,0
시작할 때 부터 기다렸습니다.,0
콜라보 기대됩니다,0
너무 좋습니다. 어떤 장면이 펼쳐질지기대가 큽니다.,0
콜라보 기대합니다,0
케미 기대합니다,0
콜라보 기대됩니다. 라면 가게에 등장해서 먹방 보여 주면 좋을듯 해요,0
기대해봅니다기다립니다,0
평생가자!,0
고정 해줘요 ㅜ 오랜만에 티키타카 가즈아 ㅎㅎ,0
국민남매 조합이라니 빨리보고싶어요!,0
친남매  케미  볼만 하겠네..ㅋㅋㅋ,0
너무 좋아요♥,0
먹방의 대가들도 유산슬과  함께하는 인생라면으로 얼마나 재밌을지 기대되네요,0
이 조합  좋다!,0
ㄹㅇ 만날 때마다 기대되는데 만날 때마다 그 기대만큼 잭팟을 터뜨려줌ㅋㅋㅋ 저번주 예고에서 하와수 예고 보고 기대했는데 이제 보니 하와 수가 아니라 유재석이효리가 메인이었네.,0
유재석 진짜 퇴물 다됐네,1
유재석 팬들땜에 망치네 ㅋㅋㅋㅋ 드럽게 잼읍는데 댓글들은 조태 ㅋㅋㅋㅋㅋ 시청률은 또 드럽게 낮어 ㅋㅋㅋㅋㅋ,1
화이팅♡ 다음주도 기대♡,0
어떤 재미를 선사할까 무척 기대된다,0
대박일것이다 예능 프로그램에서도 일인자 재능을,0
기대만발~,0
기대만빵,0
기대합니다ㅡ 응원할께요~~,0
너무너무 기대됩니다~ 항상 응원합니다~,0
엄청 기대됩니다~,0
정말 기대됩니다~^^두분다 화이팅!,0
진짜 기대되요~~~^^,0
기대합니다,0
만세!!!  국민남매 될듯싶다...두분다 각자 분야에선 최고중 최고이니 인성도 굿이지여 ㅋㅋ,0
적극 응원합니다,0
응원하고있어요,0
너무너무 좋아요 화이팅입니다,0
토요일을 기다리게됨ㅋ 유라섹의 라면가게도 기대ㅋㅋ,0
두 분의 만남이라 기대가 됩니다,0
멋진 콜라보를 기대해 봅니다.,0
듀엣 많은 기대가 됩니다~~^^,0
프로 기대합니다,0
유산슬이 뭐야??유재석ㆍ예능할것없으면 쉬어라ㆍ억지로 웃음만들지말고ㆍ,1
유씨 송씨 이씨 티비서 그만좀 봤음 하는 연예인 3대장 세트로 나오네 ??????,1
두팬덤만 모아도 대한민국에서 못할게 없는 최강 어벤저스네...작년부터 준비한게 바로 이거였구만...,0
콜라보 엄청 기대 됩니다. 꼬옥 보고 싶어요,0
못하는게 없어~ 사기캐~^^,0
항상 응원해요 ♡♡,0
너무좋아용^-^,0
음청 궁금하네ㅋ  기대됨,0
기대됩니다 항상 응원할게요,0
듀엣 넘 기대되네요.^^,0
조합 기대됩니다,0
진짜 콜라보 하려나보네. 대박인데요~^^  두분 응원합니다,0
와우 기대기대,0
