comment,label
오랜팬으로서 항상 맴버들 바뀌어도 지지해왔고 믿어왔습니다!! 이번 시즌4도 마찬가지에요 !! 다들 의욕이 넘치는게 보기좋고 모처럼 웃었습니다 ^^,0
재탄생  너무너무  축하해요~~^^   신서유기 멤버가  1박2일이였으면 ....  하지만   새멤버  기대해 볼께요~~  잼있어요,0
화이팅^^김종민 파이팅입니다,0
걱정반 기대반이였는데생각보다 재미지게 시간 후딱 지나갔음~~,0
골수팬으로서 의리로 봤는데 생각보다 재밌었다. 딘딘 귀여웠고 새 멤버들 참신했는데 오히려 문세윤이 뭘 자꾸 하려고 하는 리액션이 조금 억지스러웠지만 대체로 다 좋았다.,0
그동안 안좋아해서 그닥 관심없었는데우연히 오늘 시청했습니다  멤버구성 신선하고 연정훈님  이미지  반전이네요 ㅎ 기대됩니다 ^^,0
기다렸어요~ ^^ 아자아자 화이팅 ~,0
1박2일 너무 재미있어요 ㅎㅎ딘딘이 까나리카노 먹는거 보고 놀랬다 앞으로도 기대하겠습니다.1박2일 새로운 맴버들 너무 좋다,0
넘 기다렸어요^^ 응원합니다 넘넘 재밌어요~ 피디님 화이팅입니다^^,0
돌아왔구나,0
라인업 너무 기대되요~^^ 오늘 너무 재미있었어요 화이팅!!!!!!!!!!!!!!!,0
넘 재밌게 봤어요~~,0
애청자였네요ㅎㅎ그래서..더더 아쉬웠죠ㅠ그런데..오늘 드뎌..시작이네요ㅎ일단 신선한 출연진~너무 좋아요ㅎㅎ(갠적으로 좋아하는 님들이 많아서 ㅎㅎ) 요즘 잘보고 있어요ㅎ웃는모습이 넘ㅎㅎ이뻐요ㅎ 악~~~넘나 기엽기엽~원래 많이 좋아했네요ㅎ 넘나 잘 사는 모습~굿굿굿~~!!!예능에서 보니 반가워요ㅎ화이팅 입니다ㅎㅎㅎ다시 돌아온 1박1일 넘 반가웠어요~^^,0
"오래 기다렸는데,응원보내요! 저희 가족 모두 시청하며오랫만에 가족모두 웃고. 애기나누는 즐거운 시간보냈네요??",0
1박2일 오랜만에 보니까 너무 좋았음.! 시즌4 맴버들 다 신선하고 재밌네요 특히 막내라인^^ 화잇팅!,0
저력이 보이더라 역시 일요일엔 1박2일,0
언제까지나 항상 응원합니다,0
1박2일 폐지안됐나? 대다나다... 범죄자배출프로그램.. 다음타자는 누구냐? 강간범도 나왔는데도 계속하니?,1
화이팅!!!!특히 김선호 배우님 사랑해요?,0
1박2일도 망했구나,1
1박2일은 도의상 폐지가 답인데...kbs 정신 좀 차립시다. 방송사가 어찌 그리 윤리가 없소?,1
40분은 넘게 웃은듯 ㅎㅎㅎ대박날것 같아요 ㅎ 화이팅 ㅎㅎㅎ,0
6명모두   머리를 버리고 착한사람들만모아논거 같아서 제작진 고민하고뽑은 느낌들었네요 다들  열심히  할려고 하는 모습들오랜만에 기분좋게 다음주 기다릴께요화이팅,0
8개월만에 주말에 신나게 웃었어요~^^ pd 님 더더  무섭게 해주시구용 ㅎㅎ 딘딘 진심 너무 멋졌고 예.뽀도 굿 !신똘~ ㅋㅋ 다들 매력 넘쳐요♥,0
Kbs  징하네,1
"KBS 가  고망자 의 출연작품& 성추행 대형 사건 &시청자분들  트라우마 로 인한 것은 개 무시.오로지   상업 적으로  1박2일 .공용방송이 맞는데  알고보니  ,기존의  1박2일 기존 PD 들이  등등이 나간 이유가윗 일도 안하고  썩은 꼰대들이  이레라 저레라 제한,그것이 알고 싶다 . 훗날 나온다 .2019 1박2일은  망 예능",1
