comment,label
애가 너무 관종같애서 정떨어짐,1
얘는 갈수록 왜이래?  갈수록 비호감,1
더러워보임 미국 길거리 그지들이 저러고 있음...,1
다른걸 다 떠나서 그냥옷 겁나 진짜 별루 못입음 촌빨,1
으 더러워,1
근데 이 언니는 섹시한 느낌보다는 왜이리 추접게 보이지,1
안본눈 사요 더럽네요 아침부터,1
이게뭐야~~ㅋㅋ거지같은데?,1
몸매도 별룬데 패션도 별루다,1
관종은관종이네,1
아.. 씨..진짜 화를 안 낼 수가 없다.. 물론 옷을 입던 벗던 당신 자유지만 공인으로써 타인에게 불쾌감을 주는 건 잘 못 된 거임,1
왜 이딴애를  그렇게도 뛰우냐..  .참 별볼일없는 애같은데. 나올때마다 재수가 없으니 원!,1
민폐고 더러워보여.,1
싼티,1
쫌 찌질해보임!!!  누구라고 주어없음~~,1
그냥 보기 흉할뿐.,1
지랄두 풍년이네 정말,1
근데 좀..  멋지단 생각보다는 싼티나는거 왜일까?,1
거지패션인걸로.. ㅎㅎㅎ,1
거지같아 병신년,1
으 더러워라,1
존나 안이쁘고 섹시하지도 않고 멋있지도 않고. 단하나 튀고싶어하는거 관심받고싶어하는게 느껴지네ㅋㅋ,1
아.. 무슨 노숙자냐..,1
꼭 얘는 노출로 관심끄는거 같더라 더러워,1
꼴불견~~,1
시골애가 서울애들 흉내내보려는거같다 뭘입어도 촌스럽다,1
내가볼땐 그냥 노출증 걸린 애ㅋㅋㅋ,1
너만 좋은건 관종!,1
그냥 더러워보여 얘는,1
아 짜증.아무리 연예인이고 개성시대라지만  때와 장소는 좀 가렸으면...,1
싼티나고 변두리 마담같아서 싫다,1
또라이  관종,1
가지가지한다,1
과하다 안과하다 여부를 떠나 옷은 참 못입는듯.,1
야는....점점 그지로 변하네시골 촌뜩기~  패션,1
근데 얘는 뭘 입어도 지저분해보이더라;;,1
섹시한거보단 좀 더러워보임...,1
쥐랄도 풍년,1
눈버림 드러워죽겠네 씨,1
그냥 어른들 눈엔 이상한 날라리로 보이것지 ㅋㅋㅋㅋ,1
더러워 보이는..점점 이상해져.,1
대놓고 관종임.,1
쇼릃해라..튀고싶어서. 생쇼를하네..갈수록 비호감..예능나오지말고 집에나 있어라,1
패완얼.. 얘는 뭘 해도 안됨,1
그냥.. 안 이쁘다,1
근데 어쩌냐 안이쁘고 속옷이  촌빨이다.,1
이쁘지않다는게 문제,1
참 가지가지한다,1
진짜 비호감되겠다,1
그냥 못생긴 관종일뿐,1
못생긴것이 참 가지가지한다ㅠ,1
야한게 아니고 꼴불견이지..,1
못생긴얼굴로 그만좀해라..꼴보기싫따,1
하나도 안 이쁘다.자꾸 오버함,1
얘는 얼굴로 화제가 안되니까 그냥 화제 될만한 행동이나 패션을 만드는거 같음. 유치해.,1
얼굴이 핵안되니 별거 다하고 다니네,1
얜 진짜 이상해,1
아예 다 벗고 다녀도 못 생겨서 싫다,1
야는 튀려고 환장 근데 싼티...걍 촌티..더는 없다,1
눈썩음,1
가려도 못생긴게눈에보이네,1
저런거로라도 눈길끌어야지얼굴이안되니.....,1
"좀 흉하다. 예쁘지도않아,",1
너무 못생겼어..,1
그냥 싼티나,1
아놔~ 못생긴것이 아주 튀고싶어서 난리네..작작좀 해라~,1
연예인병 심하게 걸렸네,1
몬생긴애가 하니까 극혐인거지.,1
얘도 대놓고 관종인거같음 못생겨서 얼굴로 이슈가 안되니까 이상한걸로 나대네,1
너무 과하면 도리어 안예쁨~~뭐든 적당히가 예쁨~,1
안이쁘다.,1
냅둬 관심 안줘야 얌전해짐,1
뭔가 정상은 아닌듯 좋게 봐줄래야 봐줄수가 없다,1
진짜 너무 안예뻐!!,1
70년대 이민간 교포아줌마 얼굴,1
안예뻐요 ㅋ 걍주목받고싶은듯,1
비호감이다,1
더러워보이는것도 개개인의 시각아니냐 ..안 이쁘네,1
요즘 못생긴것들이 설치면 컬크러시라 하던디 ㅋㅋㅋ가지가지한다 관종도 아니고,1
"너는, 치명적인 아이가 아니란다.작작해라.",1
멋있어 보여야 하는데... 그렇지 않아서 문제네요.,1
늙은 오이처럼 생김.. 데뷔한게 신기하다,1
추하다  이쁘지않다 ~~,1
시골냔이,1
꼴깝,1
얜 갈수록 왜이러는거야 구린데,1
못생기면 = 걸크러쉬 ,1
이 못난이,1
참... 얘도 관종이네.,1
얘는얼굴도못생겨 옷도개그지같이입어ㅋㅋㅋㅋㅋ왜이러냐ㅋㅋㅋㅋㅋㅋㅋㅋ,1
뭘입어도 안이뻐,1
여성성을 유난히 강조하는 룩을 좋아하본데  그게 늘 싼티나고 더티해 보인다는 것이 문제,1
화사 극혐. 줘도안가짐,1
입는건 자유지만 예쁘지도 멋있지고 않아.   걸크라구??  그냥 관종,1
솔직히 우리나라에서 이건 좀 아니지 않나?시대가 변햇다고 해도...얘는 보면 무대에서나 지금도 보면 이런걸 즐기는것 같더라...,1
근데 멋있어보이지도 이뻐보이지도 않음,1
너무 못생김,1
미친짓이다  아예 빤츠벗고 다니지  뭐하러 입냐   지나친 오버는  안하는니 못하다,1
적당히  좀 해라. 지나치면  구설수에 오른다.,1
ㅋㅋㅋㅋ저게 멋스러움? 관종짓 안간힘쓰는거 같은데,1
솔직히 관종같음. 찍히고 말나올거 알면서 일부러 저러는거,1
얘 요새 심하게 오바하네ㆍ딱히 멋스럽지도 않은데..적당히 해라 화사야~괜히 비호된다,1
너무 인위적으로 이슈만드는거같아서...갈수록비호감으로...,1
멋있지도 예쁘지도 스타일리쉬 하지도 않음 그냥 관심 필요해요 하는거 같음. 얘네 노래 창법도 시름,1
안본 눈 삽니다 ㅋ,1
관종,1
얘는 하는짓마다 꼴불견~관심받고 싶어 안달났어..저러고 다니기도 힘들겠어.왜 저러는걸까?,1
화사가 싫타 난!!!,1
"난 궁금한게 본인을 못알아봐주길바라면서 얼굴가리고 과하게 입는건지, 저리해서라도 알아봐주길 바라면서 얼굴을 가리고 저런옷을 입는건지 항상 궁금함ㅋㅋ",1
이거 90년대에 유행하던건데 ...역시 돌고도는구나...,1
관종.못생긴 관종.저게 정상적인 생각을 지닌 사람 옷인가? 음란의 영이 가득한 관종,1
저러고 돌아다니면서 마스크쓰고 모자는 푹 눌러썼데  컨셉이 뭐람,1
주책이야,1
미친거지..저게 패션이면 옷을 왜 입어,1
이거 옛날부터 유행이었는데...,1
보면 그다지 옷을 잘 입지는 않는데 평범하게 입으면 정말 평범해 보여서 패션으로 튀게 입는듯.,1
가지가지한다 화사고나발이고,1
조현이 가슴골 노출하면 성상품화의 노예고 화사가 앞지퍼 안잠그면 냅둬라 ㅋㅋㅋㅋㅋㅋㅋ 화사가 욕먹는 게 아니라 니들 이중성이 욕먹는 거야 멍청이들아.. 정신 좀 차려;,1
관종이야?,1
별 거지같은?  저게 패션이냐?못생긴애들이 옷 이상하게 입고나와서는 패션이라카더라 ㅠ,1
다 상관없고 얼굴 만은 계속해서 가리고 다녀라,1
예쁘다 섹시하다가 아니라 그냥 더럽고 왜저럴까 생각이 들면 정상 맞나요?,1
채워주고 싶다...지퍼,1
저렇게처입고 마스크로  왜다가리냐 면상은?ㅋㅋㅋ 관종ㅈ인가,1
꼬라지하고는..,1
화사가 패션으로 주목 받을만한가???  그러니까 옷을 잘 입는걸로~~ 얘 왜이렇게 탑스타같이 띄우지???,1
소변보고  바지 지퍼 올리는 것 잊어버린 치매환자같다,1
안에 바지라고 해도 팬티같아보이잖아요 솔직히... 이상한 패션...,1
총체적난국이다........,1
이런반응을 즐기는듯.. 그러면서 마스큰 왜..암튼 싼티나..,1
한마디만 할께! 안예뿌다 !!!,1
나혼자산다에서 화사가 패션에 고민 많다더니...너무 많이 고민하면 안되는구나...,1
언제부터 걸크러쉬가 못생긴 연예인을 지칭하는 대명사가 되었냐? 관종짓이 걸크러쉬냐?,1
민망한게아니고  그냥비호감이되는과정이다 점점~~~저정도가뭐가민망?그냥애가비호감이니깐  욕하는거지,1
