comment,label
2002년 월드컵 4강이후 대한민국 최고의 경사!!!,0
2002월드컵 이후에 최고의 경사다.,0
3관왕 대박임ㅋㅋ,0
3관왕 지렸다 4관왕 가자,0
4관왕 가봅시당~~,0
4관왕! 브라보! 축하해요!,0
4관왕인데 다 핵심에서 상탐.. 이게 말이됨?  역사를.새로 써셨다. 와우,0
이름이 불리자마자 소리를 지르며 박수를 쳤다!. 대한민국의 자랑스러운 영화감독!,0
다시봐도 멋짐!! 축하합니다,0
대한민국 감동,0
TV 시청중인데 봉준호 이름 부르니까 닭살 확 돋음. 진짜 대단하다.,0
가는김에 작품상까지 다 흽쓸자~~~~가즈아~~!!,0
가슴이 벅차오르네요.여유있는 수상소감까지..최고입니다!!!!,0
가자!!! 작품상~~~????????????,0
가장 개인적인 것이 가장 창조적인 것이다- 수상소감 왜케 눈물나지 그러네요 가장 내안의 이야기가 가장 창조의 원동력이죠 집에서 울었습니다 우리도할수있구나 우리나라 이렇게 이런자리 설수있구나 우린뭔든지 할수 있구나나의 이야기가 가장 창조적인 것이구나,0
각본상 까지는 어느정도 예상했지만 감독상까지 탈 줄은 몰랐다 진짜 정말 대박이구나! 수상소감 마저 쩌는 봉감독님 진짜 축하드립니다! 너무 자랑스럽네요,0
각본상 받는구나 했는데 이런 기쁜소식이 더하다니 감격스럽습니다.,0
"각본상 받았을 땐 우와!! 그래도 영화 기반 스토리인 각본을 받았네~기본,본전은 챙겼구만? 오~~ / 이어 외국어상 받았을 땐 역시 ~이변은 없어서 다행이다 축하축하 / 감독상 받았을 때 이미 감독님들 후보자 동시화면에서 감격하고 있던 중에 우어~~~~~~~!!!!와~~~~!!말도 안돼~!진짜??와~진짜??!! / 피날레 작품상 받았을 때 이미 또 발표시상자님 멘트에 아~~이거 받겠는데? 아..제발..하다가 와!!!!!!!아!!!!!!!!!우와!!!!!!!와 소름끼쳐~~~!!!!ㅋㅋㅋ",0
"각본상, 감독상을 받다니 진짜 인정 ㅎㅎㅎㅎㅎ",0
