comment,label
깊은울림과 여운이남는 노래에 끌리며 매력적인외모와 심성에끌립니다 이번 앨범 너무좋아요 힘차게응원합니다??????????,0
너무 당연하지요~~ 노래를 기가 막히게 부르니....,0
대단한 가수니까~~ 대단한 팬덤이 탄생한 거죠. ~~죄송한데 다른 가수님들의 노래가 싱거워요. 타가수님팬분들~~죄송합니다.,0
그냥 노래가 좋다  사람이 좋다   신곡이 좋다,0
"8년 무명 겪는 동안 단련된 노래실력과 따뜻한 인성, 가감없이 솔직한 모습, 어른을 존경하는마음등이 어우러져 최고의 스타가 된게 아닌가 싶네요. 사람의 마음을 얻는 것이 쉽지가 않은데 누군가에게는 딸같고 조카같고 손녀같고 여동생 같고 누이같고 감정이입까지 되서 그저 잘되기만을 바라는 많은 사람들의 마음이 대한민국 연예인 누구도 못하는 방송시청율로 나타나는거 같네요. 스밍이 뭔지 모르고 살던 어르신들이 한 달걸려 배워서 스밍한다는게 말처럼 쉽지가 않지요.",0
피기위해 8년을웅크리고 있었던것 같다,0
조선일보가 띄우고 언플로 띄운거지 뭐. 일제의 잔재인 트로트에 국악 어쩌구 저쩌구 하는데 꼴보기 싫음.,1
얘기사는 내용도 없는데 띄우기 기사넘올라온다 별로ㅠ,1
"서울에가서 성공해서~~^^성공한 진도 딸이어라~~~^^자고일어나니 하루아침에 뜬 ..그런 케이스와는 차원이 다르다.다른 무명가수들은 저러니 무명이지 싶은감이 있으나, 우리 가수는 노래를 한 번이라도 들음 노래 진짜 잘한다고 한다.그렇게 잘하는데  왜 이제야 떴냐는 얘기도 많이하고..그녀의 무명7년은 허투루 보낸 세월이 아니라,갈고닦음에 있다.노래실력으로 입증된바다",0
내가 좋은 사람이 되어 내게 좋은 분들이 오도록 ~~가인님의 뜻이 이루어진듯요~^♡^말도 예쁘고 진실되고 노래도 진심에서우러나오니 누군들 좋아하지 않을수 없네요~,0
더이상 수식어는 필요없는분,0
인성이 좋은가수. 초심 잊지 않는 가수장르 불문 가창력이 뛰어난 가수독특한 자신만의 색 을가진가수어찌 좋아하지 않을 수 있을까.,0
여지껏 한류를 바탕으로 10~20대 문화 콘텐츠만 존재 했는데 이나라의 기둥인베이비 부머 세대에겐  문화적 소외감만 느끼는 찰나 혜성같이 등장한 그녀에게 흠뻑 빠질수 밖에는 설명이 안되네요,0
"첫째. 목소리가 참 매력적임둘째. 가창력이 매우 뛰어남셋째. 판소리,트로트,발라드까지 다 잘함넷째. 예능도 아주 잘함다섯째. 인간성이 좋고 사람이 구김살 없이 밝고 쾌할함여섯째. 얼굴이 복스럽고 예쁘게 생겨 호감이 감이외에도 장점이 아주 많음.",0
우울증 치료사,0
난 30대인데.. 댓글들 보고 얘가 그렇게 대세인가? 인기가 그 정도로 많은건가? 난 전혀 주변에서 1도 체감 못했는데?? 의아해하던 참에.. 여기 댓글 단 연령대 비율을 보고 무릎을 탁! 치고 갑니다~ㅋ,1
국악만 히면 될듯,1
댓글봇들이 많네 ㅋㅋㅋㅋㅋ,1
당신이 옆에 없으니 허전해요얼렁 미국공연 끝내고 돌아오세요~~~,0
대한민국에 자랑 국보 국민 비타민 들을수록 기분좋아지는 마력 ♡♡,0
이 신드롬이 훗날 전설로 기록될 거임,0
대체불가 최고의 핫 아이콘??,0
심금을 울려서 좋아합니다 울컥 울컥대단합니다,0
부모님 최애?인정,0
노래도탑 인성도탑  이여라~,0
이시대의 최고의가수.,0
기교없이 마음과 가슴으로 대중들에게 음악을 전달하는 가수 최고입니다. ????????,0
"듣고 또 들어도 듣고 싶고,  보고 또 봐도 보고 싶다.",0
대세 인정!,0
국보급 가수라고 불러도 손색이 없는 가수입니다~,0
대세중에 대세죠 못하는게 없는 가수 노래면 노래 연기면 연기 다방면으로 모든 것이 가능 하니 대세인 겁니다 ㅎ,0
그냥 좋은걸 어떡하라구,0
항상응원합니다 꽃길만걸으세욤 ㅎ,0
송가인 좋다사랑스럽다복스럽다,0
노래를 잘하니까!,0
화이팅!,0
사랑받고 칭찬받을 충분한 요소를  다 갖추었습니다,0
신곡 좋아요 대박나세요~ 신곡 다좋아요♡,0
한획을 긋고 아직도 진행중입니다 앞으로가 더 기대됩니다~,0
좌우지간 노래가 기가 맥히게 조타,0
신곡 ㄷㅐ박 좋다,0
