comment,label
ㅈㄴ예뻐 진짜,0
이쁘다. 마냥 부러움ㅜㅜ,0
전보다 살더 마니빠졌네요 넘이쁨,0
진짜 넘 이뿌다,0
퐈이팅,0
얘는 그냥 뭘 해도 예쁘구나...,0
존나 예쁘다,0
멋지고이뻐요,0
아름답다,0
아름다움의 인간화,0
귀티가 좔좔 넘쳐 흐르네,0
예쁘다.......,0
인성도 된 사람이잖아 얘,0
부럽다 예뻐서,0
진짜 넘 이쁨 배가본드 백두산 기대중,0
진짜 제일 이쁨,0
뭔들 최고 이쁘다,0
항상 열일 응원해,0
예쁘다ㅏㅏㅏㅏㅏㅏㅏ,0
드라마 영화 기대중,0
드라마 영화 다 대박나기를~,0
너무 아름답습니다 ㅎㅎ,0
언제나 응원할께오~~,0
항상 예쁘다,0
키가크니까저런긴웨이브스타일하면진짜예픔.고급지다,0
개핫하구만,0
안구정화 마음정화,0
여신,0
사랑의 비너스 같아,0
여신이 있다면 이런 사람을 보고 하는 말이겠지,0
진짜 골져스 하다,0
이쁘당~~홧팅,0
이쁘다,0
매일 보고싶다 ㄹㅇ,0
ㅠ매일매일 리즈 경신하네요 ,0
힝 넘조아,0
겁나 예쁨,0
왜 이렇게 귀엽고 예쁜 아가씨일까!,0
정말 모두 다 사랑스럽다!예쁘고 마음씨 착하네 사랑해요!,0
미모 낭비하지말고 열일하자,0
대단하다 메인도 아닌 기사가 조회수 1위에 밤새 화나도록 몰려올 미모라니 화이팅,0
외모지상 주의인 나라에서 제대로 성공한여자!!!,0
보고싶네요느무느무이뿌요,0
갈수록 더 아름다워지는구나 ~,0
화이팅,0
사랑해,0
오늘도 세상 혼자 사시는 미모,0
예쁜 얼굴과 풍성한 머리 숱이지.. 진짜 부럽고 예쁜...,0
수지 미모 보쇼 고급스럽고 자연스러운 미모,0
데뷔한게 엊그제같다  시간빠르네 예쁘다,0
연기 잘해서 기대중임 화이팅,0
넘나 고급지다  ,0
오래간만에 얼굴 봐서 좋습니다 역시 예쁩니다,0
화이팅,0
쑥쓰러워하는 느낌? 이 귀여움. 예쁨.,0
연기도 기대해 화이팅,0
진짜 자연스럽게 이쁘네 ㄷㄷㄷ,0
오늘도 미모가 열일하네 여신,0
대존예,0
진짜 살 엄청 많이 빠졌당..머리숱도 많아ㅜㅜ부럽,0
이쁘네,0
오랜만에 보니까 더예쁘졌다ㅜㅠ,0
진짜 진심 이쁘다 ㅠㅠㅠㅠ,0
요즘 활동 안하네~보고싶은데~~,0
니가 탑이다 이뻐,0
다 대박침.광고도꾸준하고 짱이야.,0
제일 예뿌다...,0
매일 이쁘네ㅠ 빨리 드라마에서 보고싶다 열일해줘!!,0
왜 아직까지도 원탑 연기자인줄 알겠다~~,0
뭔가 끌어당기는 매력이 있어,0
볼수록  예쁩니다. ,0
착해서 더더 예뻐보여 배가본드 빨리 보고싶다,0
진짜 대조녜ㅠㅠㅠㅠ,0
예쁘다 ,0
짱!!!!!!!!!!!!!,0
와 아름다워라,0
얼굴만 예쁜게 아니라 마음씨도 착하고 따뜻함,0
얼굴작다. 머리풀어서 그사이로 얼굴쏙. 넘여성스럽게.. 난안되고ㅜㅠ 부럽다,0
슈스이긴 슈스넹  사랑해,0
너무 이쁘다 ,0
이뻐 ,0
진짜 핫하네ㅠㅠㅠㅠㅠㅠㅠ,0
아직까진 톱인거 같긴한데 경쟁자라 할 만한 애가 언제 나올려나?,0
진짜이쁜데..,0
남자들이 좋아하는 몸매 ㅋㅋ,0
넘 예쁨. 성형 안한 얼굴은 질리지 않고 보기 편해서 좋음.,0
여신이다 진짜 예쁨,0
이게 진정한 원탑,0
국보급으로 이쁘다..,0
예쁘고  청순하고 섹시하고 귀엽고   다하네  이기적인 사람,0
또래의 평범한 여자같아서 좋음,0
ㅈㄴ예뻐 진짜,0
요새 완전 개여신임 ㅜㅜ! 자연미 후덜덜에 지적이고 멋잇음,0
누가 머래도 내 워너비ㅠㅠㅠ졸라예쁨ㅠ,0
너무 예쁘더라 흑흑 언니가 많이 좋아해 ㅠ,0
이쁘고 인성도 좋고~~항상 응원해,0
진짜 이쁘다,0
아름다워라,0
고급스럽다,0
뷰티나,0
여전히 이쁘네 저 여신머리 왤케 잘 어울리냐,0
