comment,label
¿ª°Ü¿ö..,1
ÀØÀ»¸¸ÇÏ¸é ¶Ç ±â¾î³ª¿À³». ´ë´ÜÅ¸. ´Ï³× ¸àÅ»µµ,1
º°·Î..¿µÈ­°è¿¡¼­ ÀÎÁ¤¹ÞÀ»¼ö ÀÖÁö¸¸ ÀÎ°£À¸·Î¼­ ºñÈ£°¨,1
´ÄÀºÀÌ ¿·¿¡ ÀÖ´õ´Ï ¾êµµ ¸¹ÀÌ ´Ä¾ú³×,1
±è¹ÎÈñ ÀÏ¹ÝÀÎ°°À½...ÃÊ¶óÇØ º¸ÀÎ´Ù...,1
"¾ÆÄ§ºÎÅÍ Àç¼ö¾ø³×,,,Áö¿Á¿¡³ª °¡¶ó  ½Ö°Íµé¾Æ",1
¿Ö È­·ÁÇØ º¸ÀÌÁö ¾Ê°í ÃÊ¶óÇØ º¸ÀÌÁö,1
ºÒ·û³² »ó°£³à »·»·ÇÑ ¸é»ó,1
Á¤½Å»óÅÂ°¡ ¾Èµå·Î¸Þ´Ù±Þ,1
°³ ½Ô¼Ò¸® ¤»¤»¤»¤»,1
µå·´´Ù Æò»ý ºÒ·û ²¿¸®Ç¥ ´Þ°í »ì±â¸¦ ¤¹,1
ÂÌµü  ¸ÁÇØ¼­ ±¾¾î¾ß Àß¸øÀ» ¾ËÅÙµ¥~,1
¾ÆÄ§ºÎÅÍ Àç¼ö¾ø°Ô Àú ½ÖÆÇ¶§±â¸¦ ºÁ¾ßÇÏ´Ù´Ï...,1
½ÅÃµÁö Ã³·³ ÁÖº¯À» º¼ÁÙ ¸ð¸£°í ÀÚ±âÀÇ ³ª¶ôÀ» ¹ÏÀ½À¸·Î Á¤½Å½Â¸®ÇÏ´Â ¹«´É¾Æµé,1
ÀÀ ¾Èº¼²¨¾ß...´õ·¯¿ö,1
"ÃÖ¾ÇÀÇ ¿©¹è¿ì.............................°¡Á¤ÀÖ´Â ³ë(ÖÕ)°¨µ¶À» ²¿¿©¸ö¹ÙÄ¡°í ¸¶À½ ¹ÙÄ¡°í Á¤¸» ¾È¸ÚÁö°í ¾È¿¹»Ú´Ù. º»ÀÎÀÇ ¼±ÅÃÀº ÀÚÀ¯Áö¸¸,±×·ÎÀÎÇØ ±× °¡Á·µéÀÌ »óÃ³¹Þ¾ÒÀ¸´Ï, ±×°Ç ¾îÂîÇØ...................±×·±»ç¶÷µé³¢¸® ¸¸µç´Ù´Â ¿µÈ­´Â, ±»ÀÌ...............  ..",1
²À Áöµé°°Àº ¿µÈ­¸¸ ¸¸µå³×..°¡Á¤ÆÄÅº ½ÃÅ°°í µµ¸ÁÄ£ ¿©ÀÚ..¤»¤» Æ¡Æ¡..,1
