comment,label
얼굴 이상해요 ㅠㅠ 눈알 무서워,1
얼굴이?? 너무 성형티가 많이 난다.. 특히 눈 과하다과해,1
턱이고 안한곳이없구나 슴가까지...여자보는 눈이 너무 없네,1
나만 징그러운가???,1
지하철 칸칸이 붙어있는 성형외과 광고에 항상 뜨는 얼굴이 저런얼굴.,1
여자분 눈이 너무 이상해요..,1
눈 크게해놨는데 사시까지 있으니까 진짜 이상하다 과함,1
성형으로 인조인간로봇 같은디?사람 느낌1도 없는데 남자들은 이런 스탈 좋아하는군!자랑 넘 하면 배아푸니 적당히하고 살고,1
여자 보는 눈도 정말 없다,1
"눈,코,입술,턱,가슴",1
홈쇼핑에서 화장품팔때 첨봤는데 넘 놀램 외계인인줄 ㅡㅡ턱도 많이 돌아갔더라,1
얼굴도 적당히 고쳐야 예쁘다. 욕심때매 계속 손대다보면 성-괴됨.성괴같아,1
귀해보이지않는다,1
저정도면 뭔가.. 눈을 도려내고 눈알을 새로 박아넣은듯..,1
인플루언서는 개뿔ㅋㅋㅋㅋㅋㅋ호구들만 빠는  팔이피플 주제에 ㅋㅋㅋㅋ,1
진짜 공장처럼 찍어낸 얼굴이 판을치네..그리고 그걸 좋다고 따라하고 팔로우하고 하는 인간들이 있으니 저런 양산형 얼굴이 계속나오지..ㅋㅋㅋ이게다 여자들 문제다. 성형이면 다된다는 마인드.. 사실 내면보다 외적으로 개치중하지 팔자고쳐서 시집갈라고...ㅋㅋ,1
성형과물이랑.행복하세유,1
살다살다 이렇게 부담스러운 성형얼굴은 처음ㅜ,1
눈알 무슨일이야.....,1
얼굴이 넘 과하게 만졋다  자연미가 전혀없네?,1
이쁜게 아니라 좀 징그럽다~,1
이상형이 성괴인건가 ㅠ,1
여자를 저리 못 고르냐. 하긴 끼리끼리겠지.,1
얼굴이 인체균형 무시해서 그런가 무서운데,1
결혼은 서로 좋아서 한다지만..아이가 태어나서 엄마 얼굴 바라보고 있는게 마냥 좋지만은 않을 것 같다..저 모습이...,1
성형외과 광고에 나오는 얼굴이네,1
눈이.사람 눈 맞나요? 얼마나 앞뒤 트면 저런 눈이 되나요. 박민영느낌 나는데 같은 병원에서 했나봄. 박민영은 성공한 케이스.이분은 그냥 무서움.,1
진짜... 레알...  인조인간 로보트 같음,1
대체 얼마나 성형을 한거야~,1
여자얼굴이 정말 인조적이다..그만 질리는얼굴,1
지송한데 성괴같아요,1
종이인형 눈깔 붙힌줄 ㅋ 코믹한 느낌,1
부자연 스럽네요. 얼굴이...,1
얼굴이 너무 인조틱해서 기계 인형같아요ㅠㅠ좀 무섭,1
인조인간처럼 보이는건 나뿐일까.  무서웡.,1
성형을 넘 진하게 하셨네,1
나만 얼굴 무서운거 아니죠??,1
인조인간이다.무셔ㅜㅜ,1
눈 사시 같다.성형 하고도 거부감 드는 얼굴이다.,1
눈.과다해서 조금 무섭네요.,1
헐 눈을 어뜨케힌건가요? 어우 못보겠다 어떡하니 저 여자...,1
중국에 성형중독돼서 바비인형 따라한 그 여자같아요...,1
야 솔직히 징그럽다  ㅋ  성형을 저렇게 많이하냐?  적당히 해라,1
얼굴 너무 심하다,1
눈이...왜 저런거야?? 무서운데...,1
