comment,label
분위기 여신,0
독보적인 연기력에 신비로운 이미지까지 당분간 경쟁자가 없을 듯 싶다,0
진짜 80년대 배우느낌도나고 다방면으로 매력 있는듯.... ,0
요즘 찾아 볼 수 없는 마스크임.....,0
계속 이대로 롱런해주길,0
뭔가 예쁘다기보다는 아름다운 분위기ㅠㅠ 넘 좋아,0
세련되어보인다,0
솔직히  발음하고 발성은 진짜 독보적인거같아,0
목소리 분위기 천만불,0
역시 성형미인과는 다른 아우라가 아름다워요~절대 지금 마스크 그대로 연기해주면 좋겠네요~,0
단아미 고전미 우아미 세련미 다나오네,0
요즘 이만한 배우가 없는거 같다. ,0
신인이 엊그제였는데 어느새 탑이 됐어,0
성형 미인이 낼수없는 무언가가 있네.,0
기품있게 생긴 외모라는 게 참 어울리는 배우임.,0
아름답다라던가 분위기가 사람 확 끌어당기는 어떤역을 맡아도 잘 어울리는 듯해요 좋은 배우가 되주세요~~,0
연예인 방송인이 아닌 오랫만에 보는 진짜 배우다!,0
분위기가 독보적이고 너무 아름답다,0
예뻐,0
진짜 예뻐보임 신기함. ,0
진짜 독보적인 매력인듯,0
발견한 눈을 칭찬하고 싶은 보석같은 배우 분위기며 연기력이며?,0
너무 예쁘고 당당하고 기품있다! ,0
내면의 자기 사랑이 아름다와 보이게 하는 것 같다~,0
우아하고 고혹적이고 세상흔한 이쁜 미모랑은 다른  특유의 아름다움과 부드러움이있다. ,0
정말 매략적이더라,0
와 분위기 하나로 모든걸 씹어드시넵,0
진짜 이뻐,0
타고난 분위기는 성형으로도 못따라옴 ,0
연기도 잘해서 좋음,0
진짜 또래 연기자들 사이에서 독보적인 인물! ,0
연기도 마스크도! ,0
앞으로가 더 기대됨!,0
진짜 연기만 탄탄하면 더 멋있어보임...역시나!,0
배우중 최고다,0
연기를 어쩜 그리 잘해,0
매력잇는배우인거같다.넘예쁘고 귀엽고 톤도 매력적이고..,0
고급스러운 분위기가 풍겨요..얼굴도 조막만하고 키도 생각보다 크고..잘되어서 너무 좋네요~^^,0
저런 분위기는 성형으로도 못만들지. ,0
어떤 색이든 낼 수 있는 분위기를 갖고있음. ,0
특유의 소박해보이면서도 고전적인 매력이 엄청난 강점같음.,0
천의 얼굴이란 게 이런뜻인가보다. 대단한 배우,0
나이도 어린데 기품이 느껴짐..,0
특유의 분위기가 넘나 매력적인 자꾸 보고 싶은 배우!,0
자연스런 마스크에 연기파에 ~ ,0
일단 연기잘하자나.  그리고 본인만의매력이있고,0
연기 잘하는편..,0
고급진 비쥬얼그 누구도 못 따라올듯...,0
연기면 연기 분위기면 분위기 너무 고급지다..,0
연기자로서의 기본기가 어느 하나 부족함없이 채워져있으면서도 독보적인 아우라를 뿜어내니 당연히 빛을낼 수 밖에,0
매력 있음,0
분위기봐.. ,0
머리숱이 많으니 고풍미도 느껴지네,0
연기력은 또래 중에 탑인듯 합니다,0
배우중 독보적 연기력 아우라 뿜어내는 배우같은데,0
분위기 넘사벽.. 성형으로 못사 ..,0
뭔가 단단하고 꽉찬 느낌이다,0
다음작품이 뭘지 너무 기대되고 기다려짐. ,0
작품 많이 해줬으면,0
진짜 자기만의 분위기가 있는 사람은  어디서든 빛나는것같아요,0
자기만의 색깔을 가지고 있는 배우.,0
분위기 굿,0
고급스러움 우아함 분위기가 느껴지는 듯,0
얼굴도 연기도 인공적인게 1도 없다,0
목소리 섹쉬함,0
고급스럽고 매력적인 마스크라 그런지 더 호감이 감 ,0
이쁘다,0
뭔가 되게 특별한 분위기가 있는듯..,0
가지고 있는 분위기가 압도 하는 스타일 . 연기도 너무 좋고 눈빛하고 목소리톤이 너무 매력있음,0
볼때마다 참매력있다 느껴진다~참매다,0
연기도 수준급이고 목소리도 매력적이에요,0
목소리가 조질조잘거리는 톤이 아니고 울림이 있는 톤이라서 대사 하나하나 시원하게 들려서 너무 좋아,0
목소리가 너무 중후한매력을 가진 배우.,0
대사 몇마디가 이렇게 빛이나는 배우는 첨!!,0
팬이되겠소. 응원하오,0
연기력 흡입력면에서 현 배우중 탑인듯.  ,0
"발성 톤, 눈빛, 웃음소리, 연기에 임하는 자세 모두 너무 멋진 배우. ",0
연예인이라는 말보다는 진짜 배우. 앞으로도 흔들림 없이 쭉 걸어가시오,0
분위기도 달라지니까 새로운 느낌도 나고 더 매력적이에요ㅎㅎ,0
이친구에겐 깔끔하며 그대로인 느낌... 매력적이고 개성있는 얼굴,0
연기 대단하다고 생각,0
너무 사랑스럽다 ,0
약간 매료된다는 느낌 이러나 저러나 이쁜건 매한가지구나,0
수수한듯 단아한 고전미가 느껴짐... ,0
점점 더 예뻐지시는듯 ㅠㅠ,0
뭘 해도 예쁨 목소리조차 아름답다 옷태도 너무 좋고 연기도 잘하고 소울이 있달까,0
기품있어보이네...역시 분위기가 기품이사네...,0
너무 이쁩니다ㅠㅜ,0
개성있는 배우로 자리잡기를 응원한다.,0
지금 넘 이쁘다.,0
배우라는 타이틀이 어울리는 몇안되는 배우,0
정리되고 고전적인 아름다움이 있는것 같아요~ 좋은 연기 계속 보어주세요~,0
충분히 개성있고 이쁘오 절대 성형하지 마세요,0
종종 동양적인 느낌에 단아하고 참해보인다 싶던 ,0
정말 매력적..연기도 어쩜..그리 잘하는지^^,0
묘한 매력있어 연기 잘하고 흥하기를,0
예쁘다♡,0
배우는 영락없는 배우네.... 이뿌다 ㅠ,0
역대급으로 잘 어울리는데,0
넘순수하고깨끗해보이는이미지.,0
정말 매력적인 마스크~~^^♡,0
행복하세요 ㅠㅠㅠㅠㅠ,0
머리숱 진짜많다ㅜㅜ부럽,0
머리숱이부럽다,0
진짜 너무 잘 어울려 ㅠㅠㅠㅠ,0
숱이 많아보이는구려  이쁘다,0
진짜 요새 배우중 젤 이쁨,0
귀인느낌임,0
볼때마다 다른 사람 같은 매력 정말 매력적인 얼굴 보면 볼수록 이뿌다,0
뭐랄까 얼굴에 세련미도 있고 귀여움도 있고 7080년대 배우느낌도 나고.............,0
진짜 매력적인 마스크......,0
진짜 잘 더 잘될것 같은 배우,0
어쩜 저리 잘어울릴까,0
이뽀,0
매력있어 목소리좋아,0
지금의 마스크가 매력이 넘침,0
피부가 어쩜 그리 고운가요ㅠㅠㅠ부러워여,0
독보적인 매력과 아우라가 이렇게 쩌는데. 부럽다...,0
이뿌네예 ㅎ,0
앞으로 꽃길만 걷고 더큰 배우가 되었으면 좋겠다.,0
매력적임..,0
이런얼굴이 다양한 역할하기 좋은 천의얼굴이다.,0
정말많이세련되어졌다,0
뭔가 독보적인 분위기가있음,0
딱 어느 세대라고 말하기 묘하다 예쁨,0
고전 미인 ㅠㅠ ,0
함부로 범접할수없는듯한 표정연기,0
앞으로가 기대되는배우입니다,0
완전 세련되고 분위기 있는 느낌~,0
너무예뻐ㅠ,0
뭔가 질리지 않는 마스크.. 보면 기분 좋아지는 느낌입니다. 오래오래 보여주세용~,0
참신한 마스크,0
경쟁자나 라이벌이 없는 스타일임. 딱히 누구랑 비슷하지도 않고 비교대상도 없음. 이목구비가 개성있고 연기력이 독보적이니 아주 크게될 인물이오,0
너무 이쁘다,0
ㅎㅓ억 진짜 넘 매력있다 아름답다 ♡,0
너무 분위기있어,0
진짜 연기도 잘하구,0
개쩐다....분위기가 존나 아름다움ㅠㅠ,0
나의최애배우,0
매력있게 이쁘다,0
진짜 이쁘다 ㅋㅋㅋㅋ,0
너무 이뻐요 ,0
정말 분위기 여신이다. 발음과 발성부터 연기력까지 어느 하나 빠지지 않고 너무 매력있는 배우,0
신선한마스크,0
너무 좋아..,0
응원하겠습니다!,0
진짜 사랑해요ㅠㅠ ,0
너무이쁘다 ,0
너무 이뿌다,0
연기 변신이 가능한 좋은 마스크를 가졌다,0
왜이렇게예뻐ㅜㅜ,0
완벽ㅠㅠ 분위기 장난아니다,0
더 이쁘네요~~~^^,0
잘 어울리넹,0
목소리와 톤이  더 빛나요^^,0
애기 같기도하고 분위기도 있고. 평범하게 예쁘지 않다.,0
요즘 너나나나 다들 뜯어고쳐서이런 수수한 얼굴을 보면 눈정화가 싹 되는 기분임,0
종나 이쁘다.,0
매력 너무부럽다...,0
매력있어~~~~,0
수수하고 고고하고 우아한 분위기가 나,0
너무정초한게 진한화장보다 수수한게 더 이쁘고 매력적이야요,0
넘이쁘고귀엽쓰,0
다 이쁘네^^,0
깐깐~도도~강단~영리~귀여움~똑똑~,0
성형한 연예인보다 훨씬 좋다,0
뭔가 분위기도 있고 ㅎㅎ,0
