comment,label
곡 소개 꼭 보세요~~보고 들으니 더 좋음ㅠㅠ최고!!,0
뮤비봤는데 완전 러블리자체ㅋㅋ,0
참 좋 다!!!!!!,0
점점 진정 하는일 하마 차칸일하고 연기도 우러나고~~ 쭉~~승승장구해라~♡,0
너무 예쁘고 노래도 너무 좋아용! 아이유만의 보컬이 곡을 완성하는 느낌인 것 같아용 앞으로도 좋은 노래 많이 들려주셨으면 좋겠네요 노래 많이 들을게용 화이팅,0
전곡이 타이틀감..ㅠㅠ,0
차트 줄 세우기 진짜 ㅋㅋ 진짜 멋있다 ㅠㅠ,0
여러 음원차트에서 줄세우기 하는거 너무 멋있잖아??,0
자장가 좋다,0
뮤비 너무 이쁨ㅎ,0
사랑 가득한 앨범!! 곡이 다 좋아서 계속 듣고 있어요 행복하게 해줘서 고마워요,0
노래가 다 너무 좋다,0
모든 행보를 응원합니다~!♡,0
항상 응원합니다,0
앨범 고마워요~~ 아이유 덕에 전 잘 듣고 있어요~~^^귀 호강~,0
전곡이 다 타이틀감!!!!너무 좋아ㅠㅠㅠ,0
언젠간 꼭 가고싶은 콘서트..,0
노래 너무 좋아요 들을 때마다 너무 공감되고 위로받는 것 같아요 계속 응원하겠습니다.,0
이번 곡들 다 좋아,0
"우리 함께 꽃피우자, 나의 시인",0
가라  가 뭔뜻이에요??,0
가사 다 너무 좋고 위로되고 사랑이 느껴져ㅠㅠ 아이유 음악은 사랑??,0
감탄했음 노래 너무 잘불러,0
강인한 여자,0
무한반복중 ㅠㅠㅠ,0
거를 노래가 없어요 너무 좋아ㅠ,0
계속 흥해라~~~,0
고마워요.  참 좋다.,0
고생했다,0
고생했어요. 지금 전곡 듣고 있는데 좋네요~^^,0
그냥 존제자체가 이 세상의 선물...정말 모든 곡들 너무 좋음,0
너무 조아 ??,0
너무 좋다 노래 질리지 않아^_^,0
노래 너무조아 ㅠㅠㅠㅠ,0
노래 다 너무 좋아요~,0
노래 다 좋네,0
노래 전곡 다 좋아,0
노래 정말 다 좋더라,0
노래 좋아요,0
노래 좋음,0
노래 항상 너무 좋아요??,0
노래가 너무좋더라 ... 앨범 통으로 들음,0
노래로 행복하게 해줘서 고마워요 항상 응원합니다,0
노래해줘서 고마운 가수,0
늘 음악으로 힐링시켜준다. ㅜ ㅜ 이번 앨범 너무 조아여 사랑해요 ??????????,0
늘 좋은 노래 들려줘서 고마워??,0
다 잘하는 사람,0
다 좋았지만 개인적으로 가장 소장가치가 높은 앨범인 듯. 이거 듣고 다른 앨범 들으면 감회가 새로움.,0
덕분에 기분좋게 하루를 시작합니다!,0
독보적인 아티스트,0
들으면 들을수록 좋다????????,0
러브포엠 너무 사랑스러운앨범이야 아이유 사랑해,0
모든 곡들이 다 너무 좋아ㅜㅜ,0
명반 내줘서 고맙고 수고했어요 연말 앞두고 계속 들을 음악생겨서 넘 좋아요,0
모든곡이 너무 좋아요~,0
