comment,label
헉,1
헉   어케     왜저러지  ....,1
헉!!!!!!!,1
헉. 머냐 저 산발한 푸른색 머리는ㅡㅡ 저표정은 또 머고. . . 머리와 안맞는 저 옷은 본인이 픽한거겠지? 라디오스케줄을 코디가하진 않앟을듯,1
헐 파란머리도 소화하네!! 역시ㅠㅠㅠㅠ 사랑해,0
헛,0
"헤어는 그래, 알겠고 근데 의상 어쩔거냐고....ㅠ",1
헤어랑 옷이 너무 안어울린다ㅡㅡ코디 장난하나?머리는 쎈캐인데 옷은 무슨 임산부옷같네ㅡㅜ에휴 ~내가 입혀두 저렇지는않겠네...,1
한번 사는 인생인데 머리색이든 메이크업이든 패션이든 다양한 시도 해보는 거 좋음! 하고 싶은대로 해,1
한국사 공부는 좀 했니?? ㅎㅎㅎ,1
하고싶은거다해~~~~~젊은은다신오진않아요^^,0
하늘에 여신이 있다면 설현을 닮았을 듯. 여신이 지상에 내려왔나,0
풉ㅋㅋㅋㅋㅋㅋㅋㅋ,1
피부가 까매서 안어울린다,1
피부과 좀 안다녔더니 원래 얼굴대로 깜해졌네,1
파랑머리도 소화해버리네 ㄷㄷ 여신,0
패완얼이란  이런거~~~ 뭘 입어도    어떤 머리를 해도  그  빛은   감춰지지 않음~~~♥,0
파란머리 요즘 유행인가보네 잘어울리네,0
파란색 머리는 얼굴 하얀 사람이 어울리는듯.. 설현은 별로 안어울린다,1
파란색 머리로 활동 기대돼요 뭘해도 잘생긴 사람,0
튼튼한거 젤부럽다 ㅠㅠ,0
탈색한거 이쁘다ㅎㅎ,0
탈색해도 예쁠듯,0
퀸덤보고 aoa 참 괜찮다고 생각했음.악플에 속상해하지말구선플에 힘내길~~,0
카리스마있고 멋있네,0
컬투쇼 봤는데 옷 귀엽고 괜찮았음,0
코디 메이크업이 안티인듯...,1
코디 메컵누나들 신경좀 써주세요~,1
코디 뭐니...ㄷㄷㄷ,1
코디 싹 짤라라 욕나오네,1
코디 안티?,1
코디 지금 반항하냐?,1
코디 해고해라 이쁜애를 저따구로 만들어놓네,1
코디가    안티?,1
코디가 능력이 없는건지..코디가 아파서 본인 옷 그냥 입고 나온건지;;; 역대 최악의 의상;;,1
코디가 머냐?,1
코디가 설현이 안티 ㅜㅜ,1
코디가 설현이라고 지 ㅈ대로 하네.. 뭘 해도 이쁜건 맞지만 일단 코디는 바꿔야겠다,1
코디가 안티네 ㅠ,1
코디가 안티야ㅜ 아줌마?? 임신한??  예전 등신대 설현어디간?????,1
코디가 안티인듯,1
코디가 잘못 했네 무슨 옷을 펑퍼짐한 걸 입혔니... 스타킹도...,1
코디가 ?일을못하네임부복,1
코디가.안티 ㅜㅜ 임산복을 입혀놨네,1
코디나와 냉큼나와!,1
코디누구냐? 싸잡아 죽이기전에 쳐나와라.,1
코디를 바꿔야겠다..ㅜㅜ,1
코디야 일좀해라,1
코디야 일해라 너나해 무대에서 화장 의상 개 찰떡이었는데 진짜 아,1
코디어쩔~~~~임산부도 아니고ㅡㅡ,1
코디ㅠㅠㅠㅠㅠㅠㅠ 이쁜사람을 ㅜㅜㅜ 임산부옷을입혀놧네,1
ㅋㅋㅋ  조만간 AOA 해체 기사 나오겄네.,1
ㅋㅋㅋ와.간만에 웃어보네촌스럽게 생긴  외모인데서울 물좀 먹었다고 멋좀 부렸나본데거울좀 보고나와 ㅋㅋ,1
ㅋㅋㅋ저외모를 저렇게만들기도힘들겟다,1
ㅋㅋㅋㅋ 할말하않,1
페미 꺼져,1
첨엔 이상했는대 볼수록 이쁜대요,0
촌스럽게생겻어ㅜ,1
"최근 방송된 드라마 '나의 나라'에서 여주라고는 낯뜨거운 분량으로 단역수준의 여주맡아 시청률도 3%~4%라는 평범이하 성적표였고, 아는형님에 출연해 시청률3.5%로 전주 시청률 5.7%에 비해 큰폭으로 폭락시켰는데, 다음주 박진영이 출연해 설현의 3.5%의 2배에 해당되는 6.9%로 다시 폭등시켰잖아...",1
"치명적 못새,ㅇ,김",1
친짜 이쁘다,0
짙은 바다색깔 머리색 너무 이쁜뎅?? 너무 예쁘다 파이팅 ><!!!!,0
진짜 자연미인중에 저리 이쁠수가 잇나여ㅠㅠ 이 아줌마는 설현이보면 너무이쁘네요,0
지금까지 검은머리만봤는데어릴때 하지 언제해보나요빨주노초파남보 다해봐요 뭘해도 예쁘니,0
지가 선미인줄아나봄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
지들 머리도 아닌데 뭔 상관이야 걍 본인이 하고 싶은면 하는거지 하고싶은거 꼭 다 하고 살아라 남의 말 쥐똥만큼도 신경쓰지말구!,0
진짜 20대지나면 절대 탈색몇번하고 색넣는거 못함 어릴때나  가능한거 다해바야지.난 어릴때 미용해서 좀과격하게. 색넣고 빼고다했는데 두피도상하고 머리결개털되지 지금나이에 그러면 안어울리기도하고 내두피가 살아남을까싶고..20대때 하는거 찬성임.나중엔 하고싶어도 못한다.,0
지맴이지 뭘하든,0
제일 청순 섹시 예쁜 여자연예인임,0
존 멋 ㅜ ㅠ,0
존못. 얼굴 완전 평범.,1
존잘 사랑해~~~~!!!!!!!,0
졸못,1
젊을때 해보지 언제해보겠어요 ㅎ 이뻐요,0
점점 못생겨지냐 얘는 꾸미면 꾸밀수록 못생김,1
점점 못생겨지는듯~  코디가 안티?,1
점점 역변하는거 같아서 맘아프네ㅜㅜ,1
점점 이상해지네,1
점점비호감이야ㅠ,1
저런걸 입혀놔도 예쁘당,0
저런머리를 해도 이쁘네. 저옷을 입어도 이쁘네. 코디가 안습이지만 저래도이쁘니 어쩔수없지,0
저런옷을 입어도 예쁘다니....,0
저렇게 코디하고 머리해도 예쁘네 ㄷㄷ,0
저런건안어울린듯...싼티...짧은치마입고 지코집달려가는 사진도.. .수수한모습이 더잘어울리는듯...,1
저 옷 실화냐?... 임부복이야 뭐야...,1
저거보고도예쁘다하는것들 진정한설현팬이냐??;;,1
저게 이쁘냐?,1
저는 언니 흑발일때가 제일 좋았긴한데 파란 머리도 잘 어울리는 거 같아요!!,0
저런 임부복도 소화하는 미모라니~~,0
잘어울려요ㅜㅠㅜㅠㅜㅜㅜ,0
잘어울린다 뭘하든 좋아요~~~화이팅,0
잘 바꿨다 기존 이미지가 넘 답답했어,0
잘 어울리는데 ...,0
잘생겼다 ㅠㅠ 언니,0
잘생깄네,0
인생 한번 사는거 해볼수있는건 다 해봐야지 저렇게,0
인스타라방하는데 짱귀ㅋㅋ,0
일상복인가? 옷 참못입는다,1
임부복 입은줄ㅠ,1
임부복을입으셨네,1
임부복인 줄...,1
임산부같아 ㅎㅎ,1
이쁜이 집순이....ㅋ,0
이쁨,0
이상하게 설현은 잘됐으면 좋겠어.,0
이상하네요 엄청,1
이쁜얼굴을 왜그래놯노?  처녀귀신인줄  다시예전모습으로돌아와줘잉,1
이쁜애가 오늘 왜 저러지??머.. 가끔 이상해 보일 때도 있어야지.ㅋㅋ,1
이쁘당♥♥,0
이쁜데,0
이쁘네 하고싶은 머리하니까 좋아조임당,0
이쁘기만 하구만 일반인이 저 각도 저 의상 저 헤어로 찍으면 오징어 된지 오래다,0
이쁘기만해요~^^♡♡,0
이뻐~ 이런 동생 있음 넘 이쁠듯 다른 여자배우겸가수 중 얄미운게 없고 순수한게 딱 드러나서 이뻐보이드라,0
이마 까지마 ㅡㅡ 잔머리없어서 안이뻐 ㅡㅡ 몽골여자같애,1
이머리색이 어울리는지 이 사진하나로 판단하긴 어렵지요 젊을때 할수있는 머리 다해보니 그건 좋은듯,0
이번코디 완전 촌년만들어놈 저날 하루가 아니고 다 안예뻐 설현가지고 일 저거밖에 못해,1
이게 지금까지  스타일중 베스트같은디....내 기준 진ㅋ짜 베스튼데 이상하다고하는사람들도 많구려...여튼이쁘네,0
이 마저도 잘 어울림,0
이 팀은 독보적인 설현을 깎아서 평균으로 맞추려는거같애;;,1
이건 좀..........,1
이건 진짜 아니다~,1
이건심각하다설현아 추해,1
이건아니다 못빨아재끼겠다,1
원래 못생겻었지?,1
원래가 이쁜얼굴은 아니고 걍 가지런하고 수수한 얼굴임..나이들면서 평범한 외모로 바뀔거 같네요~~그래도 이미지가 좋으면 되죠,1
원래가 훨~~~씬 예뻐요   이렇게 하니까 너무 평범해졌엉,1
우리는 서로의 용기다! 언니 항상 응원해요~~♥,0
우아함은타고났던거구나,0
어두운 푸르른 머리 조녜다ㅠㅠ 완전 판타지에 나오는 물의 여신같고 냉미녀 청미녀임 진짜 넘예,0
요즘 다시 호감이 생김..좀 떳다하면 걸그룹 탈퇴가 공식처럼 된 현시점에서.. aoa 활동하는 거 보면 의리와 끈기 짱이다.^^,0
요즘 파랑이 대세네 ...,0
요즘스타일 파격??적으로 이상하게하네 ㅜ ㅜ,1
요즘좀이상함?아형에 삐삐머리?진자 이제껏 쌓아온 설현이미지 다말아먹은듯?,1
우리 설현 하고 싶은 거 다 해??,0
우리 설현 무슨머리색이건 다이뽀,0
우리 설현이 뭘해도 이쁨!!!ㅎㅎㅎ뭘해도 어울려??????,0
항상 설현을 응원합니다,0
왜좀..스탈 왜이래,1
왤케 망가졌지 나이먹어서 그런가,1
외모가 다가아냐   공부좀해,1
외모는 솔직히 트와이스멤버보다 못남,1
와 저색은 진짜 연예인이 하는거구나 이쁘다,0
와우!! 멋지고 이뻐요!! 카리스마 뿜뿜!!,0
와우~ 저게 뭐야! 머리도 그렇고 옷도 그렇고...너무 심각하다.,1
왜 싼티나지 ㅎㅎ,1
옷도 머리도 다 이쁘다 볼매,0
예쁜 실물 보고 싶네요~,0
예쁘기만한데.. 머리 새로 했는데 다른게 낫다는 말보다 기운 빠지는 말이 또 있을까.... 아쉬움은 혼자 느끼시고 그냥 예쁘다고 해주세요. 막 뜯어말려야 할정도로 안 어울리는거 아니잖아요ㅎ,0
예쁘다...,0
예뻐예뻐 삭발을 해도 예쁠 떠려니♡ 너 하고싶은거 다해!,0
예뻐요 뭐든 다 잘어울려요. 파란색 염색이라니 아무나 못하는건데. 낯설지만 너무 잘어울려요. 내가 파란색 머리 했어봐 바람에 날아온 셀로판지 머리에 붙은것 같을걸,0
예뻐요 파이팅,0
예뻐요.뭘 어떻게 해도 언제나 화이팅,0
염색한거 너무 잘 어울려요ㅠㅠ,0
연기력도 확 바뀌어야 할 텐데.... ㅠㅠ,1
역시 설현이다 완전 잘생김ㅠㅠㅠㅠ,0
역시 갓설현~♡  여 아이돌 비쥬얼 원탑~!♡,0
언제나 사랑스러움,0
"언제나 이쁘고 멋져요. 겨울하면 설현. 설현하면 겨울. 항상 밝고 활기찬 모습 보기 좋고, 언제나 화이팅하세요!",0
언니 ㅠㅠㅠㅠㅠㅠㅠ 예뻐여 ??,0
언니...뭘 해도 이뻐....내 눈에는...날 가져...ㅜㅜ하고 싶은 거 다 해 언니ㅜㅜ,0
언니 사랑해요ㅠㅜㅠㅠ??????,0
언니 언니 인생에 하등 도움도 안 되고 언니한테 뭔가를 해 준 적도 없으면서 한 순간 아무 말이나 내뱉고 잊어버리는 쓸데없는 인간들은 신경 쓰지 말고 행복하세요~! 우리언니(于里言?) 개귀여어(凱歸?魚)하고풍거(河鼓風去) 삭다해라(削多海蘿),0
언니 이뻐요ㅜㅠㅜ,0
얘 똘끼 있음,1
얘 예전엔 순딩하게생겼는데 못생겨졋음,1
얘는 갈수록 비ㆍ호,1
얘는 누구 ???  듣보 ???,1
야는어려서아직 안땡김,1
안어울려그새살쪘네,1
안이뻐요 당장바꿔요,1
알라뷰,0
악플 달지 마세요. 그냥 존재 자체로 사랑스럽습니다. 오늘의 당신을 응원해요.,0
스타일에 변화를 많이 주는 것 같은데 다 예쁘네,0
세상 뭘 해도 이쁘네!!,0
섹시하다,0
손가락까지 길쭉길쭉하네~ 이쁘다^^,0
손이 남자손이야? 아이유 따라쟁이,1
솔직히 안어울려 흑발생머리가 원탑,1
솔직히 코디가 안티같음임산부 옷 같아요.에효...이쁜옷 많은데,1
스타일 시도하는 모습 보기 좋음~  길고 여신 셋팅 머리만 고집 하는 가수 많은데!  예쁜 모습만이 아니라 다양한 모습을 보여주려고 애쓰는 것 같아 예뻐 보여요~??,0
실타이상하다이 컨셉은 노,1
하고싶은거다해~~,0
설현이 몸매로 살아보싶다~^^ ㅎㅎ몸매너무너무 이뻐용,0
무슨 머리를 해도 다 잘어울려 활동 열심히 하구 화이팅!! 에오에 응원합니다??,0
무얼 하든 항상 멀리서 응원합니다??,0
