comment,label
깔끔하게 반듯하게 잘생겼다,0
잘생김의 정석~♡,0
옷에 따라~♡ 헤어스타일에 따라~♡ 새롭네요~^^,0
멋져요^^,0
우와 존잘이야^^,0
실물보고  진짜 감동함,0
얼굴 진짜작음,0
실물이 오조억배 더 잘생겼음 인간 아닌줄ㅠㅠ,0
인생은 이 사람의 실물을 보기 전과 후로 나뉜다는게 학계의 정설ㅠㅠ,0
실물이 몇백배 더 잘생김..화면이 다 못담음,0
당신... 정말 다 가졌구나?,0
사진 다 멋있다 ㅋ,0
귀티나게 생기기도 했지만 연기력이 뛰어난 배우라 더 좋다~,0
얼굴에 군더더기라곤 1도 없이 깔끔하다,0
매력 무엇...? 정말 최고네요.. 연기도 잘 하시고.. 넘 멋져요 늘 응원할테니 건강만 하시길!,0
실물이 훨씬 멋짐,0
잘생쁨의 정석!!,0
소년미 냉미남 다조아 다인정ㅋㅋ,0
"진짜 사랑해,, 너무 섹시한데 귀엽고 청순하고 하 진짜ㅡ",0
머시썽,0
내가 좋아하는 배우라서 행복ㅋ 연기 잘해 팬됐지만 지금은 됨됨이 인성에 반해서 못 헤어남 오래오래 응원할게ㅠㅠㅠㅠ,0
반듯하게 잘생겼다^^,0
헤어스타일에 따라 분위기 다르네,0
소년미부터 냉미남까지 스펙트럼 넓은 사람 인 것 같아ㅠㅠ미친존잘,0
외모 연기력도 최고지만 바른 인성이 더 맘에드는 배우님,0
너무 멋지네요. 천의 얼굴을 가진 배우님 천상 배우이십니다. 최고예요. ♡♡,0
천의얼굴 만의얼굴 ,0
작은 얼굴에 반듯한 얼굴형 부럽다,0
선조들께서 좋은 덕을 쌓아 후손들에게 좋은복이 오는인상을 품으셨어요. 묘한 매력을 끄는 사람이시네요.^^  ,0
헤어에 따라 다른분위기라 다양한 캐릭터를 집중하면서 보게하는 천상배우 외모~~,0
이처럼 잘생기고 목소리도 좋고 인상도 좋은 사람을 본적이 없어요  내눈에 최고에요,0
견제하는 까들아 될놈될이야 이 사람은 잘될수밖에 없다 연기를 잘해 잘생 얼굴은 덤이고 그냥 지켜봐 어디까지 올라가는지 ㅂㄷㅂㄷ 화나요나 누르고 악플단다고 뭐가 달라지냐?,0
사랑입니다 얼굴보고 감탄 존잘존잘,0
멋져??,0
존잘 ㅠㅠㅠㅠㅠ,0
처음에는 그냥 잘생겼네 하고 보다가 나중에는 그 배역에 빠져버리게 하는 최초의배우~,0
"만인의 워너비, 최고에요~!",0
얼굴도 얼굴인데 연기를 잘해서 더 좋음 ,0
연기가 재밌어,0
외모도 좋고 연기는 더 좋다,0
갈수록 더 멋져지네요,0
진짜 남자가봐도 어떻게 저렇게 깔끔하면서 순하게 잘생겼지 ㅋㅋ,0
헤어스타일 모두 잘 어울리지만 반깐이 최고다 존잘존잘,0
너무 조아ㅜㅜ,0
바른생활 딱 써있는 듯한 사람이네,0
부모님이 얼마나 많은 공덕을 쌓았길래 저런아들을 낳았대?~어디하나 빠지는게 없는~멋지다,0
어떤 모습이든 다 멋있는 정해인~여러가지 모습이 공존해서 더 매력적이네요,0
소년미와 으른미 공존하는 밀크남같다가도 거친 남자같은 매력인정 합니다,0
정말... 존잘ㅠㅠ  와 미쳤다,0
얼굴  진짜 작다. 아이도루 같은데 연기는 대박잘해,0
"외모만큼이나 내면도 훌륭한 멘탈을 가진 사람, 2020년에도 승승장구하십시오~!",0
진짜 개잘생겼더라 미친미모ㄷㄷ,0
술담배 멀리하길 저 이쁨 오래가도록,0
연기력도 좋고 얼굴도 너무 잘 생겼지만 무엇보다 바른 인성이 좋아 보여요,0
연기할 때 가장 멋진 배우 ?? 올 한해도 기대할게요~ 많은 활동 부탁합니다.,0
피부미남 ~ 모든 활동을 다 기대중,0
"와미쳤네,,,진짜 대존잘이야 연기도잘하고 못하게 뭐야ㅠㅠㅠ",0
대박~ 설렌다~,0
꽃보다 아름다운남자~ 멋지십니다~ 화이팅예요!,0
와시 존잘이다 진짜...,0
존잘존잘 누가 말했나 ㅠㅠ,0
얼굴형이 예술이야~,0
올해도 기다려요,0
보면 기분좋아진다^^,0
인성 좋은 배우로 뜬 거라 더 호감임~!,0
볼때마다 기분 좋아져요,0
아구예뽀라ㅠㅠㅠㅠㅠㅠㅠㅠ왤케예뿌까ㅠㅠㅠ,0
군더더기 없는 외모 귀공자 같다,0
이런게 눈호강이지,0
누가뭐래도 열심히사는모습 너무 좋아요 ,0
댓글하나하나에 연연하지말고 꿋꿋히 앞길걸어가요 꽃길만 남았어요 이제,0
잘생겼고 전생에 나라를 구했나봐요,0
존절이네 아니네를 떠나서..그냥 보고있으면 마음이 편해지고 정화되는 느낌 나만그런가?ㅋㅋㅋ조각같은 애들 보면 그냥 눈호강했는데 얘는 마음이 호강을해...,0
올해도 뜨겁게 달려보자 ㅎㅇㅌ,0
정밀 반듯하게 잘생겼네요^^,0
진심 실물이 백배 낫다 ??화면발 안받는 배우 언제나 응원할께요 건강 꼭 챙기세요,0
대박의 행운이 함께하길~,0
실물 한번 보고싶다..,0
깐 반깐 덮 뭔들~,0
실물은 조각이 말하고 걸어다녀요!!! ,0
진짜 잘생김,0
"귀엽기도하고 잘생기기도 하고 세련되기도 하고,,,그렇게 태어나서 좋겠다.",0
반듯한 사람 오래오래 응원합니다,0
소년미 댕댕미 냉미남 다 가지고 있음,0
머리를 까나 안까나 인물이 출중허니 참으로 멋지구나~,0
마지막 사진 너무 치명적!????????????????????,0
진짜 잘생겼다,0
너무 멎찌다~♡♡♡,0
미소가 지어지는 얼굴 봐도봐도 좋은걸 어뜩해,0
너무좋다..,0
눈호강하고갑니다,0
얼굴도 연기도 잘하는 배우,0
존잘 ㅠㅠ 사랑해요,0
우왕 잘생겼다,0
존잘 ,0
어떻게 해도 존잘~,0
소년미와 남성미가 공존하는 연기잘하는 너란 남자 더 좋아지면 안 되는데ㅋ,0
완벽하다 진짜 질림 일도 없어 신기ㅋ,0
안구정화 비주얼??,0
매력부자????,0
다정한 아들 착한효자 ,0
연기 오래오래 해주세요  얼굴만 봐도 좋아요♡♡♡♡♡,0
진중하면서도 귀엽고 소탈하면서도 한결같은 정해인 배우님 반의반 촬영도 건강하고 행복하게 잘해요?,0
잘생쁨이라하죠 질리지않는 얼굴 항상 이쁘게웃는 정해인 넘좋아,0
기분 좋게 잘생김,0
매력남 뭐든 다 잘소화한다 아진짜 빨리 드라마에서 보고파요,0
순정만화 쥔공같이 생겼냐 청량하다,0
심쿵,0
진짜 봐도봐도 질리지가 않냐 분위기부터 미쳤네ㅋ,0
빨리 보고싶다,0
잘생겼다~,0
진짜 청순하고 반짝거리게 생겼다ㄷㄷ뭐 이렇게 다생겼냐,0
멋지다,0
매일 매일 보고 싶은 사람 언제나 응원합니다,0
입덕했어요 대존잘,0
너무 좋아 완전 내스타일,0
볼수록 알수록 매력적 매일이 리즈네요,0
너무너무 멋지고 멋진 우리 배우님이시죠~정말 잘생김의 정석이에요!,0
존잘 ㅠㅠㅠ,0
그냥 존잘!!,0
응원합니다. 항상 지금처럼만 활동해 주세요.,0
긴말 필요없이 멋있다 ㅋ,0
연기력 너무 좋은 배우 ~ 실물 피부 진짜 깨끗해서 놀랬음,0
모든걸 가진 사람이 정말 부럽다~ 더 잘될거 같아,0
올해는 꼭 건강 챙기며 작품해주길 멋있다??,0
인기나 연기나 열일하는 멋진 사람~~,0
와 미쳤다,0
그냥 사진만 봐도 좋구나~♡,0
편하게 입고 찍은것도 멋있던데,0
올해도 열일해주시는거죠?ㅠㅠ차기작 빨리보고싶어요,0
그냥 이쁘고 잘생김 뿜뿜~♡,0
실물은 더존잘이더라,0
얼굴이 다양해서 배우하기에 딱이다,0
바른 배우핸님,0
깐머리 안깐머리 둘다 멋지고 느낌도 다르네,0
여러가지 다양한 얼굴이 있는 천상 배우 !!!,0
실물은 더존잘이지 ,0
꺄~~~~~~~~,0
정말 고급스럽게 생겼죠 깔끔 밀크 남의 정석인듯 메너도 왕,0
외모만큼 인성도 반듯하신 분~??응원합니다~?????? ,0
할일없이 악플다시는 분들 무시하세요~응원하시는분들이 훨씬 많습니다!!!,0
와 진짜 존잘멋!♡,0
귀여워요,0
Wow??,0
멋짐♡,0
넘 잘생겼어 역시 ,0
오늘도 잘생겼다~~,0
천의 얼굴일세 소년미 남성미 냉미남,0
머리가 찰떡,0
참 바르고 귀엽고 존잘~~~♡♡♡,0
귀여움 ㅋ,0
메인에 잠깐 떴는데 관심봐라 ㅠ,0
얼굴이야...조각이야...ㅇ.ㅇ,0
존잘러,0
드라마 에서 빨리 보고싶어요  연기할때는 더욱더 멋져요 근데 실물도 보고 싶네요,0
잘생쁨??,0
사진따라 분위기 보소,0
멋지구만,0
이뻐 이뻐♡,0
잘생쁨의 정석,0
"먼가 화려한 잘생김이 아닌데 계속 보고 싶은, 질리지 않는 얼굴인 것 같아요...",0
존잘~~??,0
진짜 잘생겼다 ㅠㅠㅠ,0
너무 멋지네요~항상 응원합니다,0
역시 최고 미남♡♡♡♡대박 멋져용^^,0
연기가 항상 빛을 발하지~,0
미쳐따..진짜..,0
배우 피부 진짜 좋다 실물 대박,0
어떤 헤어스타일이든 다 소화를 하네. 복지다♡,0
잘생겼는데 못생겼다는것들은 얼마나 빻았길래,0
너무 좋아요. 반의반 기대할께요,0
잘생쁨 ,0
최고시다,0
진짜너무 잘생겼드아~~  남친짤 대방출~???,0
어떤 헤어스퇄도 잘어울리는구나 저잘생긴얼굴 아끼지말고 열일해줘요 언제나 응원!,0
다 좋아요,0
볼수록 이렇게 행복해지는 사람이 또 있을까요? 힐링 그 자체,0
조오타~~~~~!!,0
진짜 동안이다,0
헐 진짜 잘생겼다 멋있다..,0
훤하게 잘생겼다 항상 응원합니다 화이팅 ??????,0
너 멋진데 귀엽다,0
대박^^,0
너무 멋있다,0
같은 옷을 입어도 다른 분위기가 공존하는 매력~~행복하다 ㅎ 인성이 바른 사람이어서 더 좋다,0
머리스타일에 따라 느낌이 다른군~소화잘하시는균용,0
예쁘다 ??,0
까약♡ 넘 잘생기셨어요ㅠㅠ,0
깔끔하니 예쁘다,0
참 여러 느낌있어서 좋아,0
착하게 잘생깄네,0
와~완전 짱~^^*,0
와... 고딩이라고 해도 믿것어...,0
흐믓~~~~,0
냉미남은 어디? 보여줘. . . . 보고싶어유^^귀여움만 가득한데....~~,0
첨엔 별로였는데 갈수록 잘생겨지고 연기도 잘하고 인성도 좋은것 같고 한마디로 참한것 같음,0
이게 나라냐 ㅜㅠㅠ존잘,0
저리 다양한 분위기가 가능하니 연기가 더 기대되는것도 있음,0
귀엽다,0
관심 쩌네,0
뭔들..+_+,0
캬아아아 너무 멋있어요,0
항상 응원한다,0
너무 존잘~^^,0
멋져요 !,0
잘자란 도련님같아요,0
강아지처럼 예쁜미소 탄탄한 연기력♡,0
멋진배우 ♡♡♡♡응원합니다,0
헤어스타일에 따라 분위기 다른거봐ㅋ 큰 장점이기도 하지,0
쌍둥이처럼 1인2역도 잘할듯 분위기가 확다르네,0
인상그자체가 착해~마니 착해,0
우와~~멋짐의정석,0
응원해요............,0
존잘 넘나좋다 ??,0
혼자서 존잘존섹존멋존커 다해먹네,0
냉한 분위기도 매력있어,0
내리는게 어려보이고 더 예뻐보인다,0
아 좋ㄷㅏ 근데살이너무빠진듯,0
사랑해요~~~,0
잘생겼다 진짜 ,0
진짜 정석이다 정석,0
이건 예쁜 거 아닌가? 솔직히 여장해도 겁나 예쁠 듯,0
진짜 학식 오빠같다~^,0
크~~ 여자들이 좋아하겠군,0
"고생이 뭔지도 모르는 부잣집 막내아들같군요,그것도 복이지요,정말 큰 복입니다",0
활짝 웃는게 이뻐요~!!,0
