comment,label
쓰레기네~ 여태까지 이미지세탁해서 잘 벌어먹구잇엇구나.. 은퇴해라,1
전형적인 일진 양아치네,1
빰따구 치고시포요^^,1
난 첨부터 씨스타 멤버들 맘어 안들더라구요..  효린은 생김부터 천박스럽더니만 과연 맞게 보았네요..  멤버들 모두 ㄱ쪽과인것같아요.,1
관상은 과학이네ㅎ,1
생긴것도 싼티나는게  인성도  쓰레기였네..진심으로  사과하고   연예계 떠나라,1
거지냐? ㅋㅋㅋㅋㅋ,1
갱스타였네ㅋㅋㅋㅋㅋㅋㅋㅋ,1
참 생긴거 가지고 뭐라하면 안되는데 그렇게 생겨먹었음.. 인상은 참 어쩔수 없는듯~~,1
영구퇴출!!!,1
아~주 전형적인 양X치 ,1
너 말년은 추하게 죽을거다. ,1
은퇴하고 처벌받고 반성해라!!!!,1
저런년들은 이 사회에서 끝짱내버려야합니다,1
이제라도 매장 당해야 함.,1
이년은 딱 봐도 얼굴이 일진이잖아...,1
팬이었던 내가 부끄럽고 쪽팔린다 걍 꺼져라,1
4명모두 일진그룹이라 초기부터 소문파다했다네요 엄청세하다 했는데 장난아니군 패고돈을매일수금했다는데 참 말세다 피해자한테 덮어씌워 물타기수법 자한당과 하는짓이 똑같네그려,1
개 쓰레기였네 이년,1
어디서 양아치년이 신분세탁하고와서 딴따라 됐네 니가 살던대로 살아라 천상 쓰레기짓하다가 무슨 연예인이야,1
낫짝이 꼭 그렇게 생겼자나..언젠가는 터질줄 알았다,1
"쓰레기 사회 민폐인이다,쓰레기는 청소해줘야 울 사회가 깨끗해진다",1
진짜 관상은 과학이다,1
깡패년  1호  탄생,1
이런 미친년 가정교육을 어케 쳐받았길래,1
관상 은근히 무시 못하겠네...ㅋ,1
은퇴해라...남의 자식 피눈물나게 했으면 이제 너도 피눈물나봐야지....삶이 그래야지,1
저런년이 호의호식하다니,1
징그럽다  그간 모든게  가식이였단게...징그런 년,1
학폭 가해자년이 어디서 면상을 똑바로 쳐들고 빤쭈같은 걸레같은천쪼가리 입고쳐돌아댕겨 역겹다 정말 ,1
내가 낳은 내 자식이 저런년한테 맞아 멍이 들고 핏줄이 터진거 알게된다면 난 당장 쫓아가 얼굴을 잡아 뜯어놓았을텐데 애미란 년도 똑같네 지새끼 예전 행실을 모르지 않았을텐데 어디서 매스컴에 같이 기어나오냐   콩가루 년들일세,1
돈실컷 벌어먹었는데ㅜ 초반에 터졌음 좋았을껄 관상은 역시 무시못하네,1
그면상으로 가수하는것도 진짜 한숨나지...  노래라도 못했으면 큰일날뻔,1
와 진짜 개쓰레기 깡패년이네저런인간인줄도 모르고 예능보며 웃고좋아했던 내가 병신이였네;;;;,1
이 년이 신분세탁하고 방송에 나왔네 천박하게 생겨서 노래도 너 만큼 잘 부르는 애들 널렸어 방송에서 사라져,1
노래도 못하는게 이쁘지도 않고 관상대로 성격도 쓰레기였어 꺼지길,1
역겹다 아웃!!!,1
생긴걸바라.얼굴이 말을하고있자나..사람은 관상보면 어떤인간인지 대충답나온다,1
어우 싼티나더니 쪽팔린줄알어라,1
생긴거랑 목소리부터 싼티났었어역시 쓰레기였군,1
"생긴거봐라.못되게 생겻다. 더러운 x, 재수없은 x,, 싸가지 없는 x.",1
일진 ㅋㅋㅋㅋ ㅋ 조폭 애덜이 ㅋㅋㅋㅋ 청소년애덜 ㅋ ㅋ우상이 돼서 ㅋㅋ 게 ㅈㄹ이네 ㅋㅋ,1
"완전 양아치 행동인데.,",1
이제나오지마라.역겹다드런년아,1
학폭중에서도 가장 질이 안좋은 년이었던거네요.;생긴데로 놀고자빠졌네,1
명치 졸러 쎄게때리고 시퍼욤^^,1
몹쓸년이네 하라는 공부는 안하고 대가리 텅텅 빈 년이 온갖 쓰레기 양아치 짓은 다 하고 다녔구나 ㅉㅉ 잘가라,1
어우 지독한년; 뼛속까지 양아치년;,1
역시 관상은 과학이다,1
어쩐지 사람 관상은 성형해도 안바뀌나봄..쟤네 보라빼고는 다 눈빛이나 행동이나 말투 다 별루였고 방송에서 춤출 때도 변태적이라 토할 것 같음,1
너같은 쓰레기를 대중들은 가만히 안둘것이다~관상은 과학,1
양측의 말을 들어봐야 하긴 하지만 효린 진짜 실망이야...철없을때 한 짓이라는 말은 비겁한 변명이야,1
못생겨가지고 가지가지했네 양아치완전 양아치 실검1위하겠네,1
학교사진보니 진자 못되게생기긴했다..ㄷㄷ,1
너도 꺼져라 깜댕이년아  보기싫다,1
기억 안난다고 쎄대가리 인증하고 강력대응한다고 썅년 인증 햇네 ㅋㅋㅋ 잘가라~,1
팬티에 똥묻었는지 더럽게 엉덩이로 터는 듯한 이상한 뒷태춤 출때 부터 냄새가 난거같다.,1
"저런거 낳고 키운 애미년놈들이 쳐맞아야함,다 가정교육이 문제임!!",1
인생 ㅣ개드럽게 살았네 저런것들이 방송에선 아닌척 개가식 ㅋㅋㅋㅋ 난 원래 너 안좋아해서 다행이다,1
쓰레기논 지옥가라,1
