comment,label
100억대 자산가도 1억 쓰긴 아까운 법 아이유씨는 대단한 일을 한거다,0
1등이네 이뿌구만,0
1억 기부한지 몇 시간 지났다고 또 1억 기부라니요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ당신 혹시 천사세요....??드릴게 선플뿐이라 죄송합니다 ㅠㅠ 음악도 많이 들을게요 ㅠㅠ,0
1억도 아니고 2억 대단하다,0
1억도 아니고 2억? 클라스대박...,0
1억받고 1억더! ㅋㅋㅋㅋ 짱이다,0
1억에 2억추가한거 아닌가 ;;;;  참 멋지게 돈쓰네,0
20대 여자 연예인 중 진짜 원탑 외모 인성 노래 연기 원탑 예쁜 사람이 마음씨도 존예?????,0
28살에 10억이 넘어가는 기부액이라니 멋져요,0
2억 ..대박 멋있다 ..진심으로..,0
2억 ㄷㄷㄷ 갓이유 클라스,0
2억 방호복까지.... 진짜 솔직히 이름있는 연예인 고수익자라고 할수있지만 2억 큰돈이고 그만큼 아니 그보다 더벌어도 남 도울줄 모르는 사람 투성인데.... 진짜 아이유는 평소에도 기부많이하지만 국내에 않좋은일 있을때마다 기부에서 빠진적이없는것같네.... 이런 공인이야말로 진짜 공인아닌가.... 국민한테 받은 사랑으로 번돈 어려운 국민을 위해 쓴다... 어린나이에 멋지다 진짜.... 되도 않는 급에 누군지 1도 모르겠는 얼굴에 꼴에 연예인이라고 대단한 벼슬마냥 갑질하는것들은 본받았으면...,0
2억 역시클라쓰가 번만큼쓰는 멋진그대~~사랑받는 사람은 역시 그사랑을 베풀줄 아시네요^^,0
2억..큰 액수이긴 한데 버는거에 비하면 너무 쪼잔하게 기부한 듯...ㅎ 언플만 보면 20억이라도 기부한줄 알겠어요~ ㅎㅎ,1
2억기부ㅠㅠㅠ날개없는천사ㅠㅠㅠㅠ  멋진 사람??????????????????????????????????????????,0
2억부터 3억은 진짜대단 1억도 대단하겠지만 클라쓰차이가 엄청나지 1억차이도 아이유 대단해 멘탈이 인성갑이다 여자스타원탑 호칭붙여도됨 난 ㅇㅈ국내기부한 연예인들 다최고지,0
