comment,label
그냥 관종. 애한테 부끄럽지도않냐 엄마라는 게 가슴 다 까놓고 남자들한테 관심이나 끌려고하고..,1
애엄마라며 애사진하나없고 가슴사진뿐이네,1
인스타 가봤더니 걍 골빈녀..어린 골빈녀는 많은데 자식있는 골빈녀라 신박한듯. 자식얼굴에 똥칠하는것도  가지가지. 울엄마 아니라 다행.,1
애들 뒤에서 뛰노는데 티팬티같은 비키니 입고 영상 찍은거 보고 너무 한심하더라.,1
가짜 가슴드리밀며 잘난척하길~~보형물 아줌마!,1
장성규 모지리.,1
이런여자  진짜  싫다  가슴다까고  벗방도아니구 ㅠㅠ,1
지인생 지가사는건데 가슴을 까든말든 지 자유지만 아들 잇으면 지 꼴리는대로 하기전에 생각을 한번더 해보지,1
진짜 생각 없이 사는 년이네ㅋㅋ저런게 뭐 별 대수라고 온갖 호들갑 다 떨면서 굳이 인스타에까지 올려 일을 키움?ㅋㅋㅋㅋ진짜 대가리가 텅텅 빈건지 나잇값을 못하는건지,1
나가요 출신같아...,1
참  저질스럽다,1
에고 ~ 할말이 없다. 미친 정신나간,1
부인 몸이 참 음란하군요.,1
"진짜 염,병",1
오또맘이 벗어서 수익보는것도 싫긴하지만 (ㅊ녀 마인드) 그 가식이 난 싫다. 사과메세지? 헹 웃기시네 ㅋㅋ  위선적인 여자같으니... ,1
노답 관종년,1
이미 인스타로 수익 번다는 것에서부터 관종 끼가 보이더라.,1
인스타 안해서 누군지 모르겠는데 혹시 야동배우인가요? ㅡㅡ? 옷이 ....왜케 헐벗었데요?,1
솔직히 실제로 봤는데 다리 개짧  허리가 날씬한 이유가 있어,1
아들 옆에 세우고 수영복인지 속옷인지입고 집에서 사진찍어 남자들 댓글보는게 삶의 낙인듯,1
흔한 인스타 관종녀지 가슴골 보이게 찍은 사진밖에 없는,1
좀 과하긴 하더만.. 좀 싸보이긴함,1
인스타 사진 믿지 말아..다 뽀샵 기본...실물보면 실망하는게 대부분이다,1
인스타보면 가관이다 ㅋ 그냥 보통 수영복도아니고 티팬티같은거입고 방댕이흔들며 관종짓 ... sns에 졎만 들이대면 살림살이좀 나아지나 ㅋ 애가 불쌍해,1
참 없어 보이고 불쌍하다라는 생각이 든다...,1
이아줌씨 팔로우한 장성규도 상당히 음흉하구만~,1
섹스어필해서 팔로우늘리고 좋아요 찬양댓글 즐기고갈망하는 씹관종 그이상 이하도 아니다 인스타에 가슴궁디 까고 흔드는것들 다 씹관종년들이지 조신하게 살아라 가정있고 애엄마면 관종짓 언제까지 할건지참,1
내얼굴예쁘죠~~~내 가슴 겁나크죠~~~~내 힢 빵빵하죠~~~~~이혼했어요~~~~아들하고 둘이 살아요~~~~~,1
애 엄마면 엄마답게 사세요 관종짓하지마시고요.,1
인스타 하는 년들 치고 제대로 된 년들 못봄,1
무슨 애엄마가 허구헌닐 몸매 자랑하고 가슴 훤히 보이는 옷 입고 자랑이나 하고 오늘 처음 본 사람이지만 진짜 창피한줄 아세요 아줌마,1
옷만.벗은게 아니라 생각도 눈치도 벗었구나,1
인스타들어가보니참가관이더만  ㅋ 아기옆에서 젓내놓고 영상이나올리고  쯧쯧  ,1
이야 참 얼굴은 조신하게 생겨가지고 하는 짓은 아주 몸 보여줄려고 안달이 나있네. 정신차려라,1
비호감,1
골비었나 가슴까고 유부남한테 뭐하는겨,1
도도맘이 새끼쳤나요?,1
유흥업소 여성필. 닉네임인줄..,1
애한테 창피한줄도 모르니?애엄마가에효ㅜㅜ노출증환자구나  이여자야 애를위해서라도 정신좀차리고 살아라!!,1
그냥 관종이던데??? 슴가랑 엉덩이위주 피드들 뿐이고 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
같은 여자가 보는데도 뭔가 낯뜨거움...일부러 가슴 다 훌렁 벗고 강조 ..허벅지 다 들어나서 팬티 보일거 같은데 일부러 그 부분만 강조...그래도 그렇게 라도 해서 먹고 살겠다지 않냐.. 이혼녀가 애 키울라고 돈 버는 거니 ...,1
그냥 개무개념 자식이랑 가족만 불쌍하지,1
사진이 가슴 골반 보면서 눈으로 성추행 성폭행 해달라고 하네.,1
"저렇게 벗는건 스폰제의 받으려고 하는거야 실제로도 하고 있을수도,,? 연예인들 젖내놓고 화보찍는거랑 비슷한 거지  가족은 안중에도 없고 애엄마가 몸매 이정도다 뭐 이런 자신감이 넘치는듯 ^^",1
시대가 변했어도 변하지 않는건 있지. . 본인스스로가 싸구려라고 인증하는 사진만 올려대네. . 그사진보고 남자들은 무슨생각을 할지 정말 모르고 올리는건 아닐테지. .,1
그냥 관종. 애한테 부끄럽지도않냐 엄마라는 게 가슴 다 까놓고 남자들한테 관심이나 끌려고하고..,1
비호감,1
자식한테 부끄러운 짓은 안해야지..사진들이 죄다 벗은것들 뿐이니 참,1
몸매 부각시키는 여자들 관종끼가 다분,1
먼사진이 죄다 가슴 깐거밖에 애엄마람서요... ㅠㅠ,1
개나소나 실검뜨네,1
정신 나간것,1
별 거지같은,1
니부모도 민망하겠다 자식이란게 애도있는게 가슴다 내놓고 온동네 보이니 참 한심하다,1
골비었다 ,1
인스타하는건 자유지  근데 뭔사진이 죄다 벗고있는거냐 좀  다양하게찍어올릴순 없는거냐?  그러니 관종소릴듣고 머리비었단소릴 듣는거다,1
사진도 젓가슴 드러 내며 찍고 싶냐?  더러운 것!,1
av진출한 생각은 없는지요??,1
저래사진찍기놀이  노출증  애앞날엔  ㅉ팔린 엄마 ㅠㅠ정신차려라 환자야,1
관종녀게찌모..지자식이 참 자랑스러워하겠네. 자식칭구들한테 쪽팔리지않을까 자식이,1
말이 언플루언서지 할일없는 돌싱아녀,1
이여자 포르노 찍나? ㄱㅎ이네애들도 볼수있는 인스타에다 저런걸 올리고싶나니 아들얼굴보기 낯부끄럽지않냐 ㅉㅉ..,1
슴가성형했나봐요그렇게나 보여주고싶나요 그럼 다벗든가,1
관종녀.몸매로 먹고사는.,1
딱 관종녀,1
밥맛 떨어지게 생깃네 ㅋㅋ,1
"와 나중에 애기가 크면 진짜 개 쪽팔릴듯,,;; 무슨 몸파는사람도 아니고 사진이 죄다 몸매들어난 사진들뿐이라니;;",1
오또맘은 관종,1
인스타봐봬.가관이야ㅋ  가슴자랑질밖에없어토나와,1
보정 안 하면 짧은다리 골반실종 앞뒤납작 한국여자 몸이지 뭐 나는 한국여자는 팔로잉 안 함 서양 여자만 팔로잉 함,1
사진이 넘 가슴과 골반 엉덩이만 강조한다.  성인 잡지 모델인줄 알았음. 처음볼때는 이쁘다고 생각했는데 사진이 대부분 이런건만 있어서 조금 시간지나니까 사람이 천해 보인다.,1
못생긴 돼지 한녀 아줌마,1
얼굴은 쉣이네  슴가는 모유수유해서 커보인거구,1
가슴 발사되기 일보직전이네 이런 애들 노이해,1
