comment,label
다시봐도 새롭다 예술 그자체,0
"참 탑이라는게 말이 쉽지...쌓아 논게 있다고 계속 꺼내먹는게 아닌 직업이고, 한순간 잊혀지기도 하는 곳에서 매순간 힘들겠다는 생각들더라",0
자기일에 최선을 다하는모습멋지네요,0
볼때마다 진짜 조각같다는게 뭔지 알것같음,0
마른게아니라 몸이 탄탄해보임 근육도 예쁘고 깡마르기만한 뼈다귀는 별로인데,0
"이 언니는 진짜 멋지다. ~!! 항상 노력하는 모습이 보이고, 자신의 일에 투철한 직업정신을 가지고 있다. 나는 그것만으로도 충분히 본 받을 만한다고 본다.",0
진짜 몸매가 예술이당. 부럽. ~!!,0
진짜 멋있음,0
저게진짜사람몸매맞냐? ,0
대단하다 마네킹보다더멋진바디라인 입이쩍벌어진다 너무멋있다,0
멋있어요~ 최고답네요~♡,0
항상 노력하는 프로군요.탑은 그냥 되는 게 아니지,0
이게 참......이쁘면서 멋있기가 힘든데.....그게 됨......,0
이쁜 눈으로  이쁘게 본걸  이쁜 말씨로 표현 할줄 아는 것도. 큰 복이다.~~^^  ~~멋있어요♡  더위 잘 이겨내시고화이팅 입니다.,0
이런걸 예술이라 하는거지,0
보는 순간 와!정말 멋있다  했어요. 정말 멋었어요,0
그냥 날씬하고 몸매 좋다와 멋지다라고 단정짓기는 힘든 그이상의 수식어가 필요한 넘사벽 바디 ,0
진정한 프로시고 우리의 몸이 이토록 아름답고 경이롭구나 할정도로  깐깐하게 정말 노력하고  최선을 다하신 모습이 고스란베어있어   감동이고 피와 땀자체입니다 앞날에 더 행복하시고 좋은 일들만 가듸 가득하시길 응원합니다♡♡♡,0
동상같다 잘 짜여진 섬세한 근육들이 예술조각을 보는듯하다 아름다운 몸이다 감탄했다,0
대단하시네요. 자기애와 자신감과 성실함 열정이 느껴집니다.,0
짱이다!!!관리하는게대단하고멋져,0
진짜 존경스럽다 제목보다 사진보면 저사람은 그냥 예술이구나 싶네,0
노력에 감탄!!,0
"이상한소리 지껄이는 관종들 신경쓰지 마세요~ 유명인이라는 자리가 그런것들까지 신경쓰면 살 수 없는 삶인것 같아요.. 그냥 응원하는 팬들이 많다는것, 그 것만 생각하세요~ ",0
진짜 멋있어보임.ㅎ,0
와 다시봐도 감탄이네,0
사람의 몸이 흑석으로 빚은 조각품 같다. 아마도 신이 만든 창조물 중 최고는 인간이라는 걸 보여준 사진일 것이다.모델이란 삐쩍 마른 몸으로 폼나게 몇 발짝 걷는 일을 하는게 아니라 인간의 가진 미를 보여 주는 이런 일을 하는 거라는 걸 확실히 보여준 듯...,0
멋있어요~~,0
진심으로 멋있었음!,0
근데 저렇게 말랐는데 흉부모양이 잡혀있을수있나? 저렇게 똥그랗게 말랑하게?,0
진짜 멋지다,0
자기가 하는 일을 잘하고 사랑해야 가능한일. 정말 대단,0
여기엔악플달지말자 ㅎㅎㅎ너무멋지자낭,0
당당하고 멋져요. 걸크러쉬 뿜뿜,0
무슨 조각상같아...멋있다!,0
멋쪄요~부모님이 주신 예쁜비율의 몸과~본인의 끊임없는 노력의 결과,0
존멋~,0
그냥 딱봐도 모델같음. 그런 아우라가 있음.타고난듯,0
엄지척이네요~~^^,0
멋있다...,0
몸매가 되니 저런 화보도 찍지 언니짱,0
몸라인이  정말  아름다워요,0
당당하고 멋있어요! 아름다우시고 충분히 멋있어요.,0
멋지다라는 말로도 부족하다. 진짜 프로다!,0
와~~!! 진짜멋잇다~!!!!! 인정인정????!!,0
와.. 진짜 멋있다.. 조각같음 ㅠㅠ,0
이보다 더 아름다운 예술작이 있을까 싶네요너무 멋지다~~진짜,0
진심 멋있다.  야생마같은느낌.,0
멋지다라는 말 밖에는 더이상 어떠한 말도 필요 없는듯....,0
여자가 봐도 멋지다!!!,0
진짜 최고다. 깡 말라서 뼈밖에 없는 몸매가 아니라 수년간 운동과 노력으로 다진 결과가 멋진 예술작품 같네요,0
사진만큼생각도멋진듯!!,0
프로는 프로네요~~~????,0
멋있다. 예술인이다,0
미친 몸매!!!,0
노력이 진짜 대단.,0
개멋잇다.,0
프로는다르다,0
대단하다,0
프로페셔날!!!,0
무슨말이필요해요. 넘 멋져요♡,0
몸매 진짜 이쁘네~~~,0
몸매 죽인다,0
완벽그자체다.너무멋있고섹시하고.짱이다.사람들이흔하게아무데나섹시하다이러는데.그말은 딱이다완벽하고정말섹시하다.,0
와! 라는 감탄사밖엔 안나오네요.  대단하다고 생각합니다. 항상 응원해요.,0
흠 잡을 데 없는 몸매네.....,0
이거는 진짜 인정,0
감탄이 절로 !!,0
부모님께 감사해라 비율쵝오네,0
최고다 진짜??,0
연기 대박이네요. 거기다 하나도 안변했어,0
웃는모습 볼수록 웃기고 긔엽그~~ ~ 자주봤으면 좋겠어용ㅂ~~,0
소처럼 일해라ㅋㅋ 탑은 탑이네 잠깐나와도 아우라가 있음,0
얼굴이 하나도 안변했냐!!! 세월도 비켜가냐 ㅠ,0
연기력 역시 최고다,0
ㅋㅋㅋ진짜 최고다ㅜㅠ 활동 많이해주세요,0
연기정말잘해서 할말이없더라.,0
첫대사 딱 나오는데 발성 진짜 좋다는거 바로 느낌 ㄷㄷㄷ,0
훈훈해요~^^,0
잘생김이 있음.반듯하고 모범생같은 느낌으로 잘자란듯..,0
