comment,label
1억 기부하기 쉽지 않은데...너무 멋진 배우고 응원하겠습니다.,0
1억 큰 돈인데 정말 필요한 곳에 잘 쓰셨다 멋지다 고은씨,0
1억기부 대단합니다모범 연예인,0
1억기부하면 뭐합니까1억어치 마스크를 사야 전달하죠.정말 저소득층분에게 잘 전달됫음 하는 바람입니다,0
1억원이라... 생각만해도 대단하네요~ 좋은 돈착한 돈~ 꼭 복받으세요,0
1억이면 쉽지않은 결정이었을텐데 대단하네요... 최고입니다!,0
1억이면 큰돈인데 사용처 투명하게 합시다.  기특하네요,0
아무리 돈이 있어도 이렇게하기 힘든데... 나이는 어리지만 존경합니다...,0
감동 멋지시네요ㅠㅠ,0
감동... 감사하네요!!,0
감동~멋지세요^^♡,0
감사하고 사랑합니다♡,0
감사한 일이네요. 그런데 굿네이버스가 제때 저소득층에게 마스크를 전달해 줄 수 있을지가 관건이 되겠어요. 요즘 마스크 품귀현상이라 구하기 어려운데 굿네이버스라고 다를까요? 부디 신속하게 일이 진행되었으면 좋겠습니다.,0
감사함니다 -못사는 이웃-,0
감사합니다 고은님 ㅠㅠㅠㅠ 항상 행복만 하세요 ㅠㅠ늘 응원할게요 ㅠㅠ,0
감사합니다!,0
감사합니다!!,0
감사합니다.  멋지십니다.,0
감사합니다....마스크값이 너무비싸져서 저소득층사람들은 사기도힘든상황일텐데. 고맙습니다,0
감사합니다.정말 좋은 일 하시네요.응원합니다 ~♥?,0
감사합니다아름답군요 ^^,0
감사해요~정말 기부는 쉽지않은데~~,0
개념 장착한 착한 배우네. 흥해라.,0
고마운 사람이네요^^,0
고마워~선한 모습에 선한행동♥,0
고마워여~이런분이계셔서,0
고마워요,0
고마워요 마스크가비싸 저소득층은 마스크 하나로 한달살아요,0
고마워요.정말 꼭 필요한 기부네요.,0
고마워요고은양??,0
고맙고 감사한 일이네요. 마스크 쓰라고는하는데 약국에 마스크가 동나서 못쓰는 사람들 많을껍니다,0
고맙내요. 이름마냥 고운 마음씨,0
고맙네 넘 이뿌다,0
고맙네요,0
고맙습니다 김고은 배우님,0
고맙습니다.,0
고운 사람.,0
"고은 너는 국가 위기 때 가난한 사람들에게 너무 아름답고 멋있는 선물이야, 자랑스러워하고, 촬영하면서 몸조심하고, 축복받고 안전하게 지내!",0
고은 보고싶어요  조심히 그리고 화이팅！,0
고은님  예뻐,0
고은님 너무 멋있어요ㅠㅠㅠㅠ,0
