comment,label
개못생겻구나 그얼굴로  구하라랑 사겻으면가문에 영광으로 알것이지어디 협박에  폭행에 넌 평생  니죄를 반성.하면서 살아라,1
자기인생도 똑같이 망해야지,1
쓰레기...,1
저 인간이 원흉이 맞아.,1
저 양아치세키가 죽인거나 다름 없지,1
최종범인,1
살인자새끼,1
진짜 인간이 아니다,1
구하라 남친은 쓰레기구나. ,1
심술맞은 돼지처럼 생겨 쳐먹었구나. 넌 왜 살아있냐?,1
세상 찌질이..,1
이름처럼  범죄자로서 평생 ㅈ되시길~! ,1
얘 헤어샵가는 개돼지는 진짜 뭐냐?,1
인간말종 철면피,1
모자이크해도  살찐 얼굴인데,1
10키로는 족히 찐거 같던데 참 ㅉ,1
이새기 엘베에서 담배피는거부터 노개념 인성노답,1
소름,1
너같은 인간한데는 욕도 아깝다,1
뭔 저런 ㅂㅅ 하고 만나가지고,1
저자식 면상 첨봤을때 쌔하더라 여자 팔자 조져놓을관상이거든,1
범죄자 아닌가요?,1
한남,1
이렇게 또 추악한 남자가 있을까,1
넌 니가 뿌린 악행대로만 벌받고 살아라..제발,1
거지가 얼굴도 똥이고......나쁜놈,1
걍 죽었으면 ㅋㅋ 동영상 유포로 협박하는 새끼 살아서 사회이 도움되는게 뭐가있대?,1
구하라가  억울해서  너 잡으러 왔으면  좋겠다   매일밤  악몽에 시달렸음,1
얘는 진심 욕하고싶다... 너무 악질인거같다.,1
살인만 안했지 ..죽인거나  다름없지않나? 평생  고통받고 살길,1
더 역겹네,1
가해자가 운영하는 미용실 찾아가는 개돼지가 없길 바란다,1
간접살인으로 봐야지,1
양아치 새끼,1
질나쁜 사람,1
저급한 양아치인건 팩트,1
결혼해서 자녀들도 평생 고통 속에 살아가라. 그리고 하는 사업 망해라,1
진짜 환멸난다,1
지가뭔데 청담동 유아인이래 돼지색기가,1
질이 진짜 나쁜 넘이다.,1
종범아 면상 못 알아볼정도로 돼지 됐더라,1
세상이 미쳐간다..,1
당신이 살인자야,1
고통 속에 살다 죽길 바란다.,1
답도없는 비겁한 늠,1
가해자 ,1
평생 괴롭게 살았으면 좋겠다,1
넌 평생 어딜 가던 뭘하던 모든 사람이 널 더러운 시선으로 볼거야. 평생 어딜 가던.,1
실형 살아야지 천하에 사악한 놈,1
악랄한새끼 ,1
난 이사람 소시오 패스 같던데;;,1
어떻게 이딴 넘을 만났을 까?;; ,1
남자새끼가 구질하긴 진짜 살인자랑 다를게 뭐야,1
얜 뻔뻔해서 아무일 없는듯 살껄??그러다 또 골빈 스폰녀 하나 잡아서 빨대 꽂고 살꺼다...,1
최종범씨 너무 기죽지 마시궁 .. 그냥 죽으세요 제발 ㅠ,1
너가 죽인거야,1
악질중에 악질,1
인생쓰레기....평생 지옥같은 생을 살다가 가,1
살인자.,1
비겁한새끼,1
구남친이 아니라 폭행범이었다협박범이었다ㅜㅜ,1
ㅉㅉ양아치가 따로 없지 구하라 협박해서 구하라 무릎 꿇리고 소속사 사장한테 전화해라 마라 명령하고 진짜 졸렬함 그 자체,1
모자이크 처리해봤자 두둑한 얼굴 살집이 더 추해보이기만 할뿐이네요.,1
불법촬영이 왜 무죄냐?진짜 쓰레기다,1
평생 고통 받으면서 살아라.,1
너때매죽엇다,1
진짜 이 새끼...와... 계속 나쁜 생각 밖에 안든다. 사람 죽여놓고 잘살고 있냐?,1
이제부터 니인생 종친거다.,1
뿌린대로 거두리라. 모든 것은 되돌아옵니다. 죄 값 받으시길 바랍니다.지옥에서 살길 바랍니다,1
ㄱ영상으로 협박했다는거 자체가 개쓰레기..,1
넌 죽어서 지옥불에 떨어질게다 으 생긴것도 조폭처럼 생겼네,1
두다리도뻗지도말고 쳐잡아잠도자지말고 쳐먹지도마알긋냐?,1
양아치 최종범 천발받아라 진짜너하나때문에 인생이 끈나버렷다 나쁜새끼,1
죽어라,1
인간말종 아니던가?,1
살인자 최종범씨,1
쳐죽일놈,1
평생 고통받으면서 살길,1
너는 편히 죽기도 아까운 천하의 쓰레기야..,1
저놈은 참 나쁜놈이야. 절래절레,1
살찐거바 돼지시키,1
디질 준비해라 종범아.,1
살인마,1
고통스럽게 사세요.,1
살 뒤룩뒤룩 찐 저 턱살 좀 봐 진짜 혐오스럽다,1
쟤는 자살해도 안 불쌍할듯,1
3대에걸쳐 저주가 내려질거다 넌,1
진짜 싸이코패스인줄알았다,1
ㅉ 더러운놈,1
최종범인,1
살인마 최씨,1
얼굴을가려도빻았네ㅋㅋ한남수준,1
청담동유아인은 무슨;; 번들번들 뚱뚱부리한게 북경스타일이네,1
맘 편한지 뒤룩뒤룩 살 쪘네.....ㅉ,1
솔직히 범죄자지,1
이놈은 진짜  나쁜놈이다,1
평생 고통스럽게 니 인생 망하길 바랄께!!,1
꼭 천벌받게 해주세요 ?비나이다 비나이다꼭 천벌받게 해주세요 ,1
나쁜놈....,1
쓰레기도 영원히 망하던가 거세당하던가,1
살기 편해서 살 찐거냐? 엑스걸프랜드는 저렇게 피가 말라 죽어갔던거도 모르고 ㅡ 나쁜색ㅎ1 넌 10배 1000배로 되받을꺼야,1
쫄딱 망해라,1
쥐새끼처럼 잘도 숨어지는구만.그렇게 살지마라.,1
대국민 찌질남,1
ㅆㄹㄱ 최종범,1
한남새끼,1
부디 한순간도 행복하지 마세요,1
그냥 유병장수 하삼,1
ㅈ같다 ㅋㅋ,1
쓰지마 쓰레기  말종아,1
"지옥에나 함 떨어져봐라,",1
재기해~,1
왤캐 살쪘냐 100키로 넘을거같네,1
살인자,1
사람이 어떻게 저러냐 싸이코아냐?,1
인성자체가 쓰레기인데.. 쯧쯧,1
전남친이 아니라. 악마죠. 그냥 악마.,1
저주해줄게 기대해??,1
당신은 살인자다,1
정신병이다 정신병원이 답이다..,1
싸이코가 많고 섹스를 존나 밝힘 최씨는 믿고 걸러라,1
생긴것도 생 양아치같이 생겼네 여자등꼴이나 뺴먹는,1
한남이 한남짓했네 ㅋ,1
니가 죽인거야 살인범아,1
악플도 아깝다 쓰레기야,1
어린친구가 쓰레기네,1
양아치 새끼,1
모자이크로 가려도 못생긴사람은 처음이네,1
너도 이세상에서 꺼져버려,1
이런 돼지가 무슨 유아인이야,1
양 아 치,1
살인마,1
ㄱㅆㄹㄱ. 똑같이 고통받고 후회하길빈다,1
저 새끼가 뒤져야 하는데,1
이야 모자이크했는데 개못생겼어......,1
살인마,1
못대쳐먹은 인간,1
ㅋㅋㅋㅋ사탄새끼,1
평생 악몽과 가위에 시달리길,1
이거 생긴거 자체가 양××였네. 너는 저주받을 것이다.,1
너같은놈은 악플 달려도 싼놈이야.,1
모자이크처리해도 못생김이보이네 ㅡㅡ,1
살이..디륵디륵.,1
진짜 나쁜놈이다,1
사람좋은척 살인하는 싸이코패스같음,1
사는게 지옥불보다 더 괴롭길 기도할게.,1
저런 괴물을 낳고 기른 부모님 반성해야 합니다,1
얘는 그냥 심보 자체가 못된거같음 ㅋㅋㅋㅋㅋㅋㅋ성격이 그냥 더러운..휴 저런애들이 꼭 뒤끝에 분풀이하는 스타일;죽어라 걍,1
넌 진짜 평생 불행해라...,1
진짜 천벌받아라. 못생기고 천박한놈,1
망가져라,1
토 악질 나온다 너는 정말,1
최악에 찌질한세끼~~,1
이 샤키도 조만간 가겟네,1
저 양아치 기사 내리세요 보기 싫습니다,1
이 양아취같은 노므 새끼,1
제발 너도 자살해서 용서빌어라!!!,1
평생 고개 들고다니지 마 역겨우니까,1
교양있게 말해야겠군요. 살인진드기 같은 사람 같으니라구..,1
살인자 ,1
살인자,1
개념종범이네,1
천벌받을 범죄자 새끼,1
평생 고통받으면서 유병장수해라^^,1
살인자 ,1
살인자,1
이 쓰레기야. 천벌을 받아라,1
남의 인생 망친 악마임 ,1
양아치의표본,1
찌질하다는 말 밖에..,1
쓰레기,1
쓰레기,1
쓰래기,1
